line_number,byte_offset,raw_line_sha256,message,kind,time_sec,wait_sec,vehicle_id,route_decision,route_index,link,position_m,omega,terminal_inside,physical_input_source_link
143,26777,5c2d99ec03153ee30b4fd1a2b0e6ebc96ab2873d17ee7079aafa2d0215b81b3a,Warning	Simulation second 1324.0: After 45.0 seconds of waiting for lane change the vehicle 5565 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 5565,lane_change_removal,1324.0,45.0,5565,1159,1,310,85.8,outside,False,False
147,27597,6c181d437e2421076db0064c8700422c77951389337e4c8a99fc6365460a3a7e,Warning	Simulation second 1369.0: After 45.0 seconds of waiting for lane change the vehicle 5689 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 5689,lane_change_removal,1369.0,45.0,5689,1159,1,310,93.3,outside,False,False
151,28418,31734ba4042115bb837fa29b1144a6e297117eff9fde6b64a04acee734e1df19,Warning	Simulation second 1388.0: After 45.0 seconds of waiting for lane change the vehicle 4800 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 4800,lane_change_removal,1388.0,45.0,4800,1113,3,329,113.0,inside,False,False
154,29041,456ac127877330bcd49815bdf70305f60ab9087507770419112da87102b34376,Warning	Simulation second 1402.0: After 45.0 seconds of waiting for lane change the vehicle 6779 (on Static Vehicle Route 1126 - 1) was removed from link 71 at position 73.4.	Network object type: Vehicle	Network object keys: 6779,lane_change_removal,1402.0,45.0,6779,1126,1,71,73.4,inside,False,False
160,30094,b4cf64f5f855ce6df5cba559c9ee2758e60e1c245ddd902ba164e4c196dba802,Warning	Simulation second 1437.0: After 45.0 seconds of waiting for lane change the vehicle 3500 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 3500,lane_change_removal,1437.0,45.0,3500,1113,3,329,113.0,inside,False,False
165,31090,f97576bf793ef7478c41c722535f40a29d2a4e55ee726ac71f943c43b3bda2a2,Warning	Simulation second 1473.0: After 45.0 seconds of waiting for lane change the vehicle 6135 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 6135,lane_change_removal,1473.0,45.0,6135,1159,1,310,93.3,outside,False,False
180,33663,fd492fc6a58786b58e78c7ca413416040a784006b72125d97d7d935fade0725f,Warning	Simulation second 1522.0: After 45.0 seconds of waiting for lane change the vehicle 7074 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 7074,lane_change_removal,1522.0,45.0,7074,1159,1,310,93.3,outside,False,False
192,35769,b0912bd2e374f8d7e91ae437a575471f0e6de582615219e9c8899743eae306c1,Warning	Simulation second 1531.0: After 45.0 seconds of waiting for lane change the vehicle 4050 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 4050,lane_change_removal,1531.0,45.0,4050,1113,3,329,113.0,inside,False,False
201,37380,077f7644eaea8ea83d3aac3c454be98a44a018f406982cd97fed1da4c8a819dd,Warning	Simulation second 1563.0: After 45.0 seconds of waiting for lane change the vehicle 8018 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 80.8.	Network object type: Vehicle	Network object keys: 8018,lane_change_removal,1563.0,45.0,8018,1159,1,310,80.8,outside,False,False
204,38004,7cd37d4b7d780713713e476bc732313e8779555f9e5430197aec55b67af1d2f3,Warning	Simulation second 1573.0: After 45.0 seconds of waiting for lane change the vehicle 5105 (on Static Vehicle Route 1140 - 1) was removed from link 71 at position 73.4.	Network object type: Vehicle	Network object keys: 5105,lane_change_removal,1573.0,45.0,5105,1140,1,71,73.4,inside,False,False
207,38626,1d2eb4df13190d0475f65bd0a1acd7e146d4e1bbdf89f8cfb86b14b2b0a36c42,Warning	Simulation second 1621.0: After 45.0 seconds of waiting for lane change the vehicle 7851 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 7851,lane_change_removal,1621.0,45.0,7851,1159,1,310,93.3,outside,False,False
214,39984,ce608b8be8b9c04919c4972e5a21508b7cc207d6a2dde3df64c8c370255a9d2e,Warning	Simulation second 1657.0: After 45.0 seconds of waiting for lane change the vehicle 11179 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 11179,lane_change_removal,1657.0,45.0,11179,1157,3,117,376.8,outside,False,True
215,40237,9dbd2e07ece15d0b315ba657428b91dc03fd7bd87005dfb50bd34b18bfacf905,Warning	Simulation second 1670.0: After 45.0 seconds of waiting for lane change the vehicle 8330 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 8330,lane_change_removal,1670.0,45.0,8330,1159,1,310,93.3,outside,False,False
243,45443,701c72465c0a1d92ada7556dd7501d4f3f8f04a2eb36fc9cb567374e27a1fbdc,Warning	Simulation second 1759.0: After 45.0 seconds of waiting for lane change the vehicle 4851 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 4851,lane_change_removal,1759.0,45.0,4851,1113,3,329,113.0,inside,False,False
245,45891,7cf86427e66606e3f71e6e23eec3b40e77a8cffcc7484fffd3d4eac4e7ed6c67,Warning	Simulation second 1774.0: After 45.0 seconds of waiting for lane change the vehicle 9862 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 9862,lane_change_removal,1774.0,45.0,9862,1159,1,310,93.3,outside,False,False
246,46141,b8dfbdb0481a04f1cd8b71bfc86b592d111592f92f59d60077e7886f6b63efb4,Warning	Simulation second 1776.0: After 45.0 seconds of waiting for lane change the vehicle 11202 (on Static Vehicle Route 1142 - 1) was removed from link 80 at position 372.5.	Network object type: Vehicle	Network object keys: 11202,lane_change_removal,1776.0,45.0,11202,1142,1,80,372.5,outside,False,True
248,46571,ddc4b0f697640d86fcc5f61f7bf8d3bf1c6786e69ff642a08667e2879539b7fe,Warning	Simulation second 1788.0: After 45.0 seconds of waiting for lane change the vehicle 9756 (on Static Vehicle Route 1148 - 1) was removed from link 38 at position 543.0.	Network object type: Vehicle	Network object keys: 9756,lane_change_removal,1788.0,45.0,9756,1148,1,38,543.0,outside,False,False
249,46821,3ee1ad4d4a13f48ec09d4ee0a9c4521f5af9f1341f54edfc21d5c1b0a41fe987,Warning	Simulation second 1808.0: After 45.0 seconds of waiting for lane change the vehicle 5563 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 5563,lane_change_removal,1808.0,45.0,5563,1113,3,329,113.0,inside,False,False
253,47646,76554a2d5ec515ca0563ae0632fb61b816c9ab592cd4d8c04d38ed36c4aafbf2,Warning	Simulation second 1821.0: After 45.0 seconds of waiting for lane change the vehicle 1200 (on Static Vehicle Route 1086 - 1: 좌) was removed from link 281 at position 28.0.	Network object type: Vehicle	Network object keys: 1200,lane_change_removal,1821.0,45.0,1200,1086,1,281,28.0,outside,False,False
254,47900,473a00c31da070a9ca351d8c20a13722bd83da1654fc97a09495cebb79a34a75,Warning	Simulation second 1822.0: After 45.0 seconds of waiting for lane change the vehicle 8889 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 8889,lane_change_removal,1822.0,45.0,8889,1159,1,310,93.3,outside,False,False
256,48326,0b341b4bfd280d4ff608e3518b415915e5acc735b3927f20fc9409a44c6bcf9e,Warning	Simulation second 1828.0: After 45.0 seconds of waiting for lane change the vehicle 9408 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 9408,lane_change_removal,1828.0,45.0,9408,1159,1,310,85.8,outside,False,False
257,48576,590125402f7ccb3631fb9f32a4549ab2f57ad38b9fd145804a8013429a3a468b,Warning	Simulation second 1830.0: After 45.0 seconds of waiting for lane change the vehicle 11711 (on Static Vehicle Route 1150 - 1) was removed from link 102 at position 356.9.	Network object type: Vehicle	Network object keys: 11711,lane_change_removal,1830.0,45.0,11711,1150,1,102,356.9,outside,False,False
259,49006,57eff43a5b5f0ba0feac80ccc4dca2e9a7da45337099b2f5e7515157b3f85fb7,Warning	Simulation second 1851.0: After 45.0 seconds of waiting for lane change the vehicle 12206 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 12206,lane_change_removal,1851.0,45.0,12206,1157,3,117,376.8,outside,False,True
269,50903,e02cfc0976662029c61fab6c08f155f667870c5bbdfe791721971a7ec3add555,Warning	Simulation second 1877.0: After 45.0 seconds of waiting for lane change the vehicle 10134 (on Static Vehicle Route 1126 - 1) was removed from link 71 at position 73.4.	Network object type: Vehicle	Network object keys: 10134,lane_change_removal,1877.0,45.0,10134,1126,1,71,73.4,inside,False,False
270,51154,4a31acf60b4fca5f3f5812645cbaa6bfd9ab97cb2b80405e7e42c83af7498d1b,Warning	Simulation second 1880.0: After 45.0 seconds of waiting for lane change the vehicle 11945 (on Static Vehicle Route 32 - 3: 우) was removed from link 1220013600 at position 211.2.	Network object type: Vehicle	Network object keys: 11945,lane_change_removal,1880.0,45.0,11945,32,3,1220013600,211.2,outside,False,False
288,54703,ed28ccda5cb4ef65cc0acbf3986b66c9d4f674227049061de55789887f4c2db1,Warning	Simulation second 1909.0: After 45.0 seconds of waiting for lane change the vehicle 9170 (on Static Vehicle Route 1143 - 3) was removed from link 84 at position 43.6.	Network object type: Vehicle	Network object keys: 9170,lane_change_removal,1909.0,45.0,9170,1143,3,84,43.6,outside,False,False
291,55325,ce2743ffdfbee8afd216ee4df05cff70b3aae8b634e2cdffccd7c5d7171aa7f7,Warning	Simulation second 1916.0: After 45.0 seconds of waiting for lane change the vehicle 4709 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 4709,lane_change_removal,1916.0,45.0,4709,1113,3,329,113.0,inside,False,False
292,55576,85fdfaa472bca064fc93363dff1dc0589c20ba66e7d46f2fb95b9ec9e4f15c57,Warning	Simulation second 1918.0: After 60.0 seconds of waiting for lane change the vehicle 10128 (on Static Vehicle Route 1130 - 3) was removed from link 2 at position 2007.4.	Network object type: Vehicle	Network object keys: 10128,lane_change_removal,1918.0,60.0,10128,1130,3,2,2007.4,inside,False,False
295,56201,944b9f636b895e6dcf8657f9d08f4fc18aafab7c55c45ef309cbd733432709b6,Warning	Simulation second 1923.0: After 45.0 seconds of waiting for lane change the vehicle 9391 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 9391,lane_change_removal,1923.0,45.0,9391,1159,1,310,93.3,outside,False,False
311,59379,0293af427ab135a0f4c424421e07ba42389c5a01de4a0ecc47c672fa61bf86dc,Warning	Simulation second 1965.0: After 45.0 seconds of waiting for lane change the vehicle 4565 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 4565,lane_change_removal,1965.0,45.0,4565,1113,3,329,113.0,inside,False,False
316,60420,49dea7a8041666f785ac3e4753e46071b04f150181c2034ea5fbb4df8822d2a4,Warning	Simulation second 1972.0: After 45.0 seconds of waiting for lane change the vehicle 9704 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 9704,lane_change_removal,1972.0,45.0,9704,1159,1,310,93.3,outside,False,False
320,61289,2b22b0c942990f0482c56d9c60de5334e96fe95239462daa25b9464ba8e3eaaa,Warning	Simulation second 1976.0: After 45.0 seconds of waiting for lane change the vehicle 6820 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 6820,lane_change_removal,1976.0,45.0,6820,1159,1,310,85.8,outside,False,False
335,64207,163f5234a26c5ebfe50c3dd427e5b1b893a7602907982148627af83c284632b9,Warning	Simulation second 2065.0: After 45.0 seconds of waiting for lane change the vehicle 12196 (on Static Vehicle Route 1142 - 2) was removed from link 80 at position 378.8.	Network object type: Vehicle	Network object keys: 12196,lane_change_removal,2065.0,45.0,12196,1142,2,80,378.8,outside,False,True
336,64459,ac27d99ea23cef9f84b58073b6c7a6796f2c04695dbffe69811822e3a498bbb7,Warning	Simulation second 2070.0: After 45.0 seconds of waiting for lane change the vehicle 7242 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 7242,lane_change_removal,2070.0,45.0,7242,1159,1,310,93.3,outside,False,False
339,65105,4b8433725cac3e4e3a6b16874865fdddce07001bddc9ab566ac5f6f2baecef81,Warning	Simulation second 2079.0: After 45.0 seconds of waiting for lane change the vehicle 7828 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 7828,lane_change_removal,2079.0,45.0,7828,1113,3,329,113.0,inside,False,False
346,66464,370699f256edf7d7253fbe4757c04d39dab531fd98504f6d81a14309c1033269,Warning	Simulation second 2089.0: After 45.0 seconds of waiting for lane change the vehicle 11785 (on Static Vehicle Route 1148 - 3) was removed from link 38 at position 540.1.	Network object type: Vehicle	Network object keys: 11785,lane_change_removal,2089.0,45.0,11785,1148,3,38,540.1,outside,False,False
350,67269,699fedf47ce70eac31946f7cc9721770e427a6afbde65495c95b9107053b0c94,Warning	Simulation second 2118.0: After 45.0 seconds of waiting for lane change the vehicle 10029 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 10029,lane_change_removal,2118.0,45.0,10029,1159,1,310,93.3,outside,False,False
353,67963,9394122bb9e92ffaffe2d01144e24de6e1c544ac99ac9472d5424874bf4907b4,Warning	Simulation second 2130.0: After 45.0 seconds of waiting for lane change the vehicle 8673 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 8673,lane_change_removal,2130.0,45.0,8673,1113,3,329,113.0,inside,False,False
357,68813,f46d7eda2d3bece8cfa413b1c500474cbac9693374e00d48ac36516db45aff19,Warning	Simulation second 2152.0: After 45.0 seconds of waiting for lane change the vehicle 3064 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 3064,lane_change_removal,2152.0,45.0,3064,1159,1,310,85.8,outside,False,False
361,69498,772f36400cce503681e2b4700d895dd6e586777aa0388762a3e34a0ae2aad7e2,Warning	Simulation second 2153.0: After 60.0 seconds of waiting for lane change the vehicle 12176 (on Static Vehicle Route 1130 - 1) was removed from link 2 at position 1644.3.	Network object type: Vehicle	Network object keys: 12176,lane_change_removal,2153.0,60.0,12176,1130,1,2,1644.3,inside,False,False
364,70146,b3e12e66b1a4ed8d7ddb70560d540385a14c527b54a0882ac7865a154d02ed43,Warning	Simulation second 2157.0: After 45.0 seconds of waiting for lane change the vehicle 14898 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 14898,lane_change_removal,2157.0,45.0,14898,1157,3,117,376.8,outside,False,True
365,70399,3304aeb1d915c550c3d47e85313dbedf59a5cdf91c5535889ef104803b3b6118,Warning	Simulation second 2181.0: After 45.0 seconds of waiting for lane change the vehicle 6503 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 6503,lane_change_removal,2181.0,45.0,6503,1113,3,329,113.0,inside,False,False
366,70650,112e3844bb8f37324e388453352e010ac7f456094ae0a2d118ceae1268aca618,Warning	Simulation second 2187.0: After 45.0 seconds of waiting for lane change the vehicle 11675 (on Static Vehicle Route 1140 - 1) was removed from link 71 at position 73.4.	Network object type: Vehicle	Network object keys: 11675,lane_change_removal,2187.0,45.0,11675,1140,1,71,73.4,inside,False,False
378,73019,83e3a08b72159b7d464609255508729a53e9b2ec5e5593bd7321810ffb0b0fc5,Warning	Simulation second 2211.0: After 60.0 seconds of waiting for lane change the vehicle 14794 (on Static Vehicle Route 14 - 1: 좌) was removed from link 1220006903 at position 93.4.	Network object type: Vehicle	Network object keys: 14794,lane_change_removal,2211.0,60.0,14794,14,1,1220006903,93.4,inside,False,False
380,73459,4914847aa58eb10491d9278725f3adc538bf0459c02b22f0b8ec26911db009d9,Warning	Simulation second 2217.0: After 45.0 seconds of waiting for lane change the vehicle 13603 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 13603,lane_change_removal,2217.0,45.0,13603,1159,1,310,93.3,outside,False,False
383,74088,998cd8f249f2ce7cb0273164d234b7e3a9bc2554669ba375d8ae06af5dec3729,Warning	Simulation second 2224.0: After 60.0 seconds of waiting for lane change the vehicle 12393 (on Static Vehicle Route 1130 - 3) was removed from link 2 at position 1999.9.	Network object type: Vehicle	Network object keys: 12393,lane_change_removal,2224.0,60.0,12393,1130,3,2,1999.9,inside,False,False
386,74738,2caaf36f178507b3e00a637acff9f6691bd4d880560e060f3fb5a12eb757abfa,Warning	Simulation second 2239.0: After 45.0 seconds of waiting for lane change the vehicle 13992 (on Static Vehicle Route 1138 - 2) was removed from link 71 at position 76.2.	Network object type: Vehicle	Network object keys: 13992,lane_change_removal,2239.0,45.0,13992,1138,2,71,76.2,inside,False,False
389,75383,e0e3e046e3b602819274a4a93c32d59b17da5167d74eb3bb215282951b16d8fd,Warning	Simulation second 2246.0: After 45.0 seconds of waiting for lane change the vehicle 4219 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 4219,lane_change_removal,2246.0,45.0,4219,1113,3,329,113.0,inside,False,False
393,76207,402595859d3b2afb02dd140cc97710f664a52e90d74809018984e1bd966b729d,Warning	Simulation second 2266.0: After 45.0 seconds of waiting for lane change the vehicle 10922 (on Static Vehicle Route 1086 - 1: 좌) was removed from link 281 at position 28.0.	Network object type: Vehicle	Network object keys: 10922,lane_change_removal,2266.0,45.0,10922,1086,1,281,28.0,outside,False,False
394,76463,4fc5814371fcc9dcdc849b6a5dd209df82b3e3ac9f3afe9728bd97b5b36c5b67,Warning	Simulation second 2266.0: After 45.0 seconds of waiting for lane change the vehicle 13855 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 13855,lane_change_removal,2266.0,45.0,13855,1159,1,310,93.3,outside,False,False
399,77511,2c6fa82b4e1c2ca21a444512dd1115db2338a3454919ba4da9b49cd1d8887db9,Warning	Simulation second 2275.0: After 45.0 seconds of waiting for lane change the vehicle 13694 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 13694,lane_change_removal,2275.0,45.0,13694,1159,1,310,85.8,outside,False,False
410,79752,648ee45a12138896be360606e0a8d5a4d774828fca322a71f9e7664bff51ee44,Warning	Simulation second 2288.0: After 60.0 seconds of waiting for lane change the vehicle 12210 (on Static Vehicle Route 1130 - 3) was removed from link 2 at position 1999.9.	Network object type: Vehicle	Network object keys: 12210,lane_change_removal,2288.0,60.0,12210,1130,3,2,1999.9,inside,False,False
412,80181,12569993739a00a53fad7ac04ca217da9c6d57b6364e7980a7fac6de31851af2,Warning	Simulation second 2293.0: After 45.0 seconds of waiting for lane change the vehicle 14438 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 14438,lane_change_removal,2293.0,45.0,14438,1124,1,66,2652.5,outside,False,True
413,80434,e48c8f0b820c99c05bec3a931005ffb9e459449fc8f2f4632e98752d784fd341,Warning	Simulation second 2294.0: After 45.0 seconds of waiting for lane change the vehicle 7752 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 7752,lane_change_removal,2294.0,45.0,7752,1113,3,329,113.0,inside,False,False
422,82203,e4ad4ba0dea429a57efabb52cd72fe2077c8e906f2123bc81332cd2fa6596511,Warning	Simulation second 2342.0: After 45.0 seconds of waiting for lane change the vehicle 14540 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 14540,lane_change_removal,2342.0,45.0,14540,1124,1,66,2652.5,outside,False,True
428,83386,e8408f0e1307443f02b7323349d5a86fc983f30fdc80641c13dd9ecc523c9660,Warning	Simulation second 2366.0: After 45.0 seconds of waiting for lane change the vehicle 13614 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 13614,lane_change_removal,2366.0,45.0,13614,1159,1,310,93.3,outside,False,False
437,85214,4721600d475960cd83aeae5a51ee1d782bf80e68b01da99db77c0c8c03437e54,Warning	Simulation second 2415.0: After 45.0 seconds of waiting for lane change the vehicle 15255 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 15255,lane_change_removal,2415.0,45.0,15255,1124,1,66,2652.5,outside,False,True
438,85467,4ef0f609de9ab9869525fe319ca40a6f73eddb0d571e6cb70e4aa3ab571778e0,Warning	Simulation second 2415.0: After 45.0 seconds of waiting for lane change the vehicle 2440 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 2440,lane_change_removal,2415.0,45.0,2440,1159,1,310,93.3,outside,False,False
439,85717,587d4cf878a5830d2b8762567580d30d7d034af7f6f67f80be2a3981efceb1cd,Warning	Simulation second 2423.0: After 45.0 seconds of waiting for lane change the vehicle 15443 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 15443,lane_change_removal,2423.0,45.0,15443,1159,1,310,85.8,outside,False,False
440,85969,d5f9b942ee5111ef60f2aabaf3e2598e983c3e354a9573e4a6b254cb7254f0fc,Warning	Simulation second 2429.0: After 45.0 seconds of waiting for lane change the vehicle 8716 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 8716,lane_change_removal,2429.0,45.0,8716,1113,3,329,113.0,inside,False,False
449,87788,3fb7dd49983980bcb07b4702b0af64c8529601e801f65e104b6d2c705a6281f4,Warning	Simulation second 2464.0: After 45.0 seconds of waiting for lane change the vehicle 15223 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 15223,lane_change_removal,2464.0,45.0,15223,1124,1,66,2652.5,outside,False,True
452,88437,98d260ba3f1add90b9a9b060a740ee7fd7b0bc7e6f776c3eefc4f2da87e557f9,Warning	Simulation second 2485.0: After 45.0 seconds of waiting for lane change the vehicle 12934 (on Static Vehicle Route 1140 - 1) was removed from link 71 at position 73.4.	Network object type: Vehicle	Network object keys: 12934,lane_change_removal,2485.0,45.0,12934,1140,1,71,73.4,inside,False,False
459,89819,b47d072af04934d5db46f15848210e87acced7fd1c663bad9af2e54f6e198aad,Warning	Simulation second 2513.0: After 45.0 seconds of waiting for lane change the vehicle 15277 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 15277,lane_change_removal,2513.0,45.0,15277,1124,1,66,2652.5,outside,False,True
