win,rows,stopped,mean_spd,zone,link,center,rows_L1,stopped_L1,spd_L1
12,1028,2,78.67328,10482_RDW,26,3830,282,2,56.39553
13,1101,10,70.898315,10482_RDW,26,3830,286,5,52.78119
14,718,0,90.47948,10482_RDW,26,3830,87,0,91.11908
15,702,0,84.58377,10482_RDW,26,3830,72,0,85.91889
16,1050,0,70.602165,10482_RDW,26,3830,236,0,50.620342
17,954,0,71.30071,10482_RDW,26,3830,213,0,50.53014
18,1165,2,65.62459,10482_RDW,26,3830,274,2,47.283283
19,1355,3,60.00396,10482_RDW,26,3830,366,3,45.197678
20,1068,9,66.61924,10482_RDW,26,3830,254,9,47.5776
21,1112,2,68.12192,10482_RDW,26,3830,262,0,51.210533
22,1120,1,69.20717,10482_RDW,26,3830,247,0,50.00591
23,1152,8,67.505775,10482_RDW,26,3830,236,1,58.509113
24,1143,1,70.30521,10482_RDW,26,3830,224,0,51.985134
25,786,0,82.90953,10482_RDW,26,3830,63,0,72.99476
26,647,0,85.39802,10482_RDW,26,3830,54,0,85.58444
27,1070,3,70.41818,10482_RDW,26,3830,233,2,52.72116
28,750,1,82.71528,10482_RDW,26,3830,73,0,74.78027
29,749,0,84.86864,10482_RDW,26,3830,64,0,86.34515
30,679,0,85.45094,10482_RDW,26,3830,58,0,86.16845
31,674,0,84.064804,10482_RDW,26,3830,65,0,86.452614
32,1222,2,71.64228,10482_RDW,26,3830,261,1,53.827587
33,853,0,81.7078,10482_RDW,26,3830,104,0,74.0275
34,774,0,98.168,10482_RDW,26,3830,107,0,101.65542
35,968,1,83.53416,10482_RDW,26,3830,243,0,54.071358
1,253,0,119.67897,10646_RFW,26,6073,64,0,120.31078
2,467,0,116.340744,10646_RFW,26,6073,95,0,107.63337
3,703,16,91.70592,10646_RFW,26,6073,176,0,84.51
4,631,3,99.482185,10646_RFW,26,6073,152,1,84.05336
5,680,8,93.6561,10646_RFW,26,6073,171,0,75.36737
6,734,2,95.29574,10646_RFW,26,6073,193,2,75.56057
7,677,0,104.39276,10646_RFW,26,6073,168,0,89.81637
8,821,2,93.660286,10646_RFW,26,6073,213,0,80.58028
9,892,13,81.19302,10646_RFW,26,6073,227,4,65.39564
10,810,19,83.22072,10646_RFW,26,6073,227,7,72.34088
11,841,1,82.26101,10646_RFW,26,6073,211,0,64.80204
12,731,3,99.26827,10646_RFW,26,6073,192,0,84.14953
13,728,8,91.44569,10646_RFW,26,6073,193,1,70.72606
14,675,7,76.936745,10646_RFW,26,6073,182,7,58.234997
15,739,5,72.03164,10646_RFW,26,6073,197,2,58.02294
16,680,0,77.45532,10646_RFW,26,6073,155,0,64.81574
17,784,4,75.01158,10646_RFW,26,6073,212,1,63.724247
18,773,0,81.10946,10646_RFW,26,6073,175,0,71.91806
19,968,1,77.867615,10646_RFW,26,6073,237,0,70.5073
20,1099,18,70.47677,10646_RFW,26,6073,279,11,59.795517
21,844,12,72.72487,10646_RFW,26,6073,193,1,59.139637
22,789,2,77.66231,10646_RFW,26,6073,186,1,68.597206
23,939,4,74.71609,10646_RFW,26,6073,255,0,68.41419
24,972,11,71.78763,10646_RFW,26,6073,258,7,61.71279
25,771,1,79.4668,10646_RFW,26,6073,181,1,68.8516
26,661,0,78.702995,10646_RFW,26,6073,139,0,66.77374
27,721,1,77.42174,10646_RFW,26,6073,184,0,64.13859
28,757,0,76.053635,10646_RFW,26,6073,183,0,64.71984
29,636,0,79.09991,10646_RFW,26,6073,139,0,67.76108
30,596,0,78.34447,10646_RFW,26,6073,147,0,67.59721
31,665,0,78.888695,10646_RFW,26,6073,129,0,66.97062
32,737,1,79.6398,10646_RFW,26,6073,171,1,68.969124
33,857,0,79.00833,10646_RFW,26,6073,187,0,70.23241
34,805,1,92.17251,10646_RFW,26,6073,202,1,78.824356
35,584,0,100.54504,10646_RFW,26,6073,156,0,84.793396
1,239,0,95.26105,10644_RFW,26,6774,83,0,60.85687
2,542,1,92.44652,10644_RFW,26,6774,123,0,55.08935
3,704,5,84.5599,10644_RFW,26,6774,194,2,56.690823
4,771,2,79.74344,10644_RFW,26,6774,235,0,51.485786
5,739,0,84.050865,10644_RFW,26,6774,191,0,54.687542
6,672,0,92.448105,10644_RFW,26,6774,165,0,61.790726
7,783,2,81.582466,10644_RFW,26,6774,216,0,56.632915
8,1006,5,75.628365,10644_RFW,26,6774,265,5,51.339775
9,946,3,74.409424,10644_RFW,26,6774,275,1,49.542763
10,902,0,73.98887,10644_RFW,26,6774,244,0,48.553402
11,937,1,74.73333,10644_RFW,26,6774,272,1,53.120403
12,859,6,76.40141,10644_RFW,26,6774,216,2,53.636944
13,838,5,80.54266,10644_RFW,26,6774,274,0,50.94708
14,638,0,79.314285,10644_RFW,26,6774,141,0,51.65007
15,803,0,65.37338,10644_RFW,26,6774,222,0,39.919548
16,704,1,68.83434,10644_RFW,26,6774,166,0,43.625
17,864,0,67.4509,10644_RFW,26,6774,257,0,47.91288
18,931,1,66.97253,10644_RFW,26,6774,278,1,45.008884
19,962,3,70.14794,10644_RFW,26,6774,252,0,46.963333
20,1067,1,66.5407,10644_RFW,26,6774,262,1,44.682556
21,904,0,72.31339,10644_RFW,26,6774,231,0,50.405067
22,904,4,68.24447,10644_RFW,26,6774,188,0,47.703407
23,942,3,70.84222,10644_RFW,26,6774,229,1,54.412228
24,988,7,65.44299,10644_RFW,26,6774,267,3,50.112022
25,752,1,74.536026,10644_RFW,26,6774,183,1,54.27776
26,770,1,72.03508,10644_RFW,26,6774,163,0,46.382698
27,680,0,70.692696,10644_RFW,26,6774,153,0,46.120785
28,719,0,75.72306,10644_RFW,26,6774,141,0,56.470142
29,600,0,74.18322,10644_RFW,26,6774,133,0,53.76406
30,613,0,70.36434,10644_RFW,26,6774,152,0,46.481976
31,636,0,74.81643,10644_RFW,26,6774,157,0,52.02331
32,608,1,75.333405,10644_RFW,26,6774,111,0,53.496304
33,871,0,79.61768,10644_RFW,26,6774,179,0,67.30843
34,679,0,87.553,10644_RFW,26,6774,144,0,61.14639
35,544,0,102.58103,10644_RFW,26,6774,130,0,73.87315
0,21,0,132.02858,10639_RFE,2,1876,5,0,131.512
1,689,4,100.70532,10639_RFE,2,1876,265,3,86.41026
2,906,15,85.65769,10639_RFE,2,1876,379,12,64.71512
3,1150,104,73.53715,10639_RFE,2,1876,552,103,44.525036
4,851,42,86.557755,10639_RFE,2,1876,376,42,59.137394
5,1164,52,73.458755,10639_RFE,2,1876,512,49,46.005177
6,1360,129,60.143135,10639_RFE,2,1876,675,129,29.866386
7,2006,277,47.46167,10639_RFE,2,1876,930,263,20.901161
8,1865,281,48.999256,10639_RFE,2,1876,936,280,20.553408
9,1150,69,65.38889,10639_RFE,2,1876,616,69,35.655632
10,1420,168,54.52208,10639_RFE,2,1876,778,164,24.654203
11,2046,728,31.202513,10639_RFE,2,1876,1312,724,9.412432
12,1862,453,37.876194,10639_RFE,2,1876,1063,438,14.479407
13,1456,333,39.514664,10639_RFE,2,1876,953,330,18.646643
14,1904,545,36.395725,10639_RFE,2,1876,1198,544,12.682946
15,1741,423,35.56191,10639_RFE,2,1876,1093,423,14.160723
16,1684,510,31.630589,10639_RFE,2,1876,1142,508,12.539729
17,1970,823,27.983913,10639_RFE,2,1876,1355,820,8.325092
18,2144,695,30.434792,10639_RFE,2,1876,1324,687,9.65358
19,1725,534,33.250935,10639_RFE,2,1876,1075,529,13.379061
20,1509,355,37.953976,10639_RFE,2,1876,994,353,15.791509
21,1742,533,33.319363,10639_RFE,2,1876,1191,528,11.660411
22,1521,288,40.507996,10639_RFE,2,1876,958,288,19.31526
23,1428,279,43.01425,10639_RFE,2,1876,892,278,19.682163
24,1659,371,43.70467,10639_RFE,2,1876,985,368,16.676538
25,1202,148,53.665813,10639_RFE,2,1876,734,148,26.75451
26,1287,173,50.56335,10639_RFE,2,1876,801,171,24.902222
27,1627,355,40.12925,10639_RFE,2,1876,985,349,15.10737
28,1491,321,45.048897,10639_RFE,2,1876,919,318,18.23644
29,1386,249,45.11464,10639_RFE,2,1876,866,249,19.592472
30,1750,448,37.990803,10639_RFE,2,1876,1063,448,14.565249
31,1274,268,48.476368,10639_RFE,2,1876,838,268,24.026287
32,1699,356,42.73449,10639_RFE,2,1876,1011,353,16.708635
33,1336,152,54.7481,10639_RFE,2,1876,737,151,27.092688
34,1099,30,79.073746,10639_RFE,2,1876,494,30,51.34251
35,1336,147,56.902565,10639_RFE,2,1876,710,145,28.417015
0,9,0,135.59222,10681_RFE,2,2165,1,0,130.84
1,553,4,97.5185,10681_RFE,2,2165,151,3,68.63139
2,823,15,81.34937,10681_RFE,2,2165,275,12,51.281853
3,877,47,80.98028,10681_RFE,2,2165,304,46,46.99161
4,750,42,84.08486,10681_RFE,2,2165,257,42,40.066067
5,904,31,78.433266,10681_RFE,2,2165,297,29,43.213066
6,1064,77,68.41447,10681_RFE,2,2165,411,77,34.9009
7,1312,78,63.40194,10681_RFE,2,2165,430,71,38.525463
8,1391,95,64.268974,10681_RFE,2,2165,477,93,38.53371
9,862,22,76.21653,10681_RFE,2,2165,304,22,43.108715
10,1012,102,64.69638,10681_RFE,2,2165,398,99,27.318468
11,1060,204,54.628555,10681_RFE,2,2165,496,203,24.035988
12,1236,162,55.286953,10681_RFE,2,2165,465,147,29.753828
13,955,86,57.276596,10681_RFE,2,2165,393,84,35.916996
14,1082,152,57.336117,10681_RFE,2,2165,473,152,26.110952
15,978,103,57.301727,10681_RFE,2,2165,396,103,28.405052
16,877,116,55.91732,10681_RFE,2,2165,391,114,25.470945
17,939,208,50.303185,10681_RFE,2,2165,467,207,17.19649
18,926,111,63.18647,10681_RFE,2,2165,392,111,26.836988
19,798,42,63.361755,10681_RFE,2,2165,290,40,35.192173
20,780,112,60.061794,10681_RFE,2,2165,369,110,24.00019
21,903,146,56.698463,10681_RFE,2,2165,439,141,24.70868
22,927,42,57.139614,10681_RFE,2,2165,365,42,32.29559
23,922,123,57.407158,10681_RFE,2,2165,393,121,25.806795
24,1011,95,65.71869,10681_RFE,2,2165,387,92,33.640594
25,826,37,68.303085,10681_RFE,2,2165,325,37,35.508186
26,724,69,70.600266,10681_RFE,2,2165,322,67,28.63708
27,1076,121,55.008224,10681_RFE,2,2165,434,115,24.919838
28,899,80,65.979774,10681_RFE,2,2165,368,78,28.523397
29,725,87,68.517914,10681_RFE,2,2165,322,87,24.51261
30,1134,112,56.51992,10681_RFE,2,2165,462,112,27.569979
31,694,95,67.6801,10681_RFE,2,2165,334,95,25.49928
32,935,92,65.662224,10681_RFE,2,2165,372,90,31.537394
33,900,66,69.27422,10681_RFE,2,2165,331,65,32.066616
34,772,23,92.54141,10681_RFE,2,2165,247,23,58.784615
35,790,70,76.42225,10681_RFE,2,2165,310,69,35.572998
1,193,0,83.187256,10490_RDE,2,4414,91,0,62.093952
2,399,0,106.31551,10490_RDE,2,4414,135,0,85.56415
3,444,1,104.01547,10490_RDE,2,4414,155,1,81.91632
4,382,3,106.53871,10490_RDE,2,4414,131,0,91.65397
5,426,1,100.65869,10490_RDE,2,4414,166,1,81.630486
6,452,9,99.002495,10490_RDE,2,4414,169,6,78.21361
7,540,4,95.62237,10490_RDE,2,4414,179,4,74.24961
8,709,3,89.33618,10490_RDE,2,4414,230,3,68.897865
9,515,2,98.65854,10490_RDE,2,4414,208,2,83.58765
10,431,1,99.825455,10490_RDE,2,4414,153,1,77.320526
11,465,1,93.35056,10490_RDE,2,4414,182,1,73.48759
12,546,4,81.09738,10490_RDE,2,4414,195,4,64.545586
13,435,0,95.68294,10490_RDE,2,4414,176,0,74.685
14,331,0,99.9035,10490_RDE,2,4414,131,0,76.16236
15,476,0,95.283844,10490_RDE,2,4414,187,0,73.696205
16,369,0,93.66496,10490_RDE,2,4414,167,0,74.12593
17,351,3,91.23664,10490_RDE,2,4414,167,3,71.79958
18,348,0,94.58768,10490_RDE,2,4414,134,0,70.878136
19,387,6,88.35276,10490_RDE,2,4414,153,1,70.89804
20,378,2,94.478546,10490_RDE,2,4414,142,1,72.21451
21,291,0,100.85131,10490_RDE,2,4414,117,0,79.64863
22,392,3,85.17239,10490_RDE,2,4414,181,3,71.712875
23,315,0,101.77597,10490_RDE,2,4414,110,0,84.415184
24,331,0,100.36277,10490_RDE,2,4414,118,0,78.59568
25,399,2,100.41744,10490_RDE,2,4414,171,1,86.6514
26,332,0,108.3594,10490_RDE,2,4414,127,0,94.56024
27,273,0,100.507324,10490_RDE,2,4414,113,0,80.607254
28,383,0,104.06146,10490_RDE,2,4414,132,0,85.39371
29,345,0,102.94344,10490_RDE,2,4414,128,0,90.10742
30,302,0,106.06185,10490_RDE,2,4414,111,0,92.78559
31,396,2,105.648506,10490_RDE,2,4414,125,1,89.47688
32,383,89,73.82595,10490_RDE,2,4414,181,89,39.25956
33,1020,550,36.422443,10490_RDE,2,4414,728,541,10.766992
34,1789,1330,20.86493,10490_RDE,2,4414,1346,1266,2.3397846
35,2520,2053,14.063591,10490_RDE,2,4414,1902,1891,0.2022082
0,9,0,40.99222,10484_RDE,24,10,9,0,40.99222
1,171,0,58.406902,10484_RDE,24,10,89,0,39.584496
2,289,0,74.946884,10484_RDE,24,10,106,0,37.980186
3,313,0,81.04371,10484_RDE,24,10,126,0,42.118336
4,271,1,78.86491,10484_RDE,24,10,86,1,38.27837
5,290,1,75.182304,10484_RDE,24,10,97,0,42.429794
6,267,0,88.368126,10484_RDE,24,10,100,0,44.6434
7,410,1,73.14327,10484_RDE,24,10,158,1,40.980507
8,573,0,64.96148,10484_RDE,24,10,216,0,40.402317
9,424,0,70.14484,10484_RDE,24,10,144,0,45.245693
10,345,0,71.24415,10484_RDE,24,10,181,0,41.026905
11,455,1,63.798965,10484_RDE,24,10,183,1,39.270874
12,334,0,63.528263,10484_RDE,24,10,118,0,41.69076
13,465,0,64.01047,10484_RDE,24,10,172,0,42.53622
14,266,0,74.896805,10484_RDE,24,10,113,0,42.162212
15,434,1,64.66196,10484_RDE,24,10,182,1,38.941868
16,366,2,62.72139,10484_RDE,24,10,169,1,40.602486
17,292,0,64.19373,10484_RDE,24,10,130,0,40.673077
18,332,0,67.3082,10484_RDE,24,10,149,0,40.742954
19,321,2,64.62162,10484_RDE,24,10,127,1,41.135513
20,384,0,63.781826,10484_RDE,24,10,172,0,38.843258
21,256,0,66.83258,10484_RDE,24,10,131,0,40.476334
22,344,0,59.548954,10484_RDE,24,10,190,0,40.61258
23,366,0,63.585766,10484_RDE,24,10,139,0,38.18964
24,332,0,65.46816,10484_RDE,24,10,147,0,40.77762
25,280,0,74.67014,10484_RDE,24,10,87,0,38.50092
26,271,0,75.62081,10484_RDE,24,10,128,0,42.298126
27,295,0,64.70854,10484_RDE,24,10,161,0,40.85602
28,215,0,86.801445,10484_RDE,24,10,63,0,44.370003
29,360,0,65.90836,10484_RDE,24,10,175,0,41.1756
30,293,0,68.1602,10484_RDE,24,10,134,0,41.31739
31,394,0,68.83756,10484_RDE,24,10,134,0,40.84963
32,211,0,75.38976,10484_RDE,24,10,71,0,41.32479
33,226,0,86.343315,10484_RDE,24,10,58,0,43.678795
34,325,0,73.84357,10484_RDE,24,10,113,0,44.718056
35,284,0,80.92289,10484_RDE,24,10,92,0,44.395107
