win,rows,stopped,mean_spd,zone,link,center,rows_L1,stopped_L1,spd_L1
12,1061,6,73.76625,10482_RDW,26,3830,284,6,52.27257
13,1067,8,74.33531,10482_RDW,26,3830,273,4,52.622013
14,1158,158,63.95229,10482_RDW,26,3830,487,157,28.3676
15,1174,206,56.474907,10482_RDW,26,3830,475,203,24.14838
16,1358,278,55.209236,10482_RDW,26,3830,538,278,20.640724
17,1231,187,55.672295,10482_RDW,26,3830,486,175,29.092798
18,941,195,56.624218,10482_RDW,26,3830,447,194,20.477673
19,999,158,57.55241,10482_RDW,26,3830,442,158,19.27199
20,1015,162,57.303043,10482_RDW,26,3830,369,159,24.642628
21,806,31,71.38557,10482_RDW,26,3830,210,30,45.862286
22,990,127,63.33674,10482_RDW,26,3830,384,127,27.215416
23,943,76,70.526215,10482_RDW,26,3830,320,76,37.74444
24,1398,137,57.1393,10482_RDW,26,3830,492,133,31.422092
25,1325,250,55.726055,10482_RDW,26,3830,549,249,20.816904
26,964,197,63.830467,10482_RDW,26,3830,393,197,23.678806
27,1021,211,62.00675,10482_RDW,26,3830,435,210,20.523975
28,819,181,63.3859,10482_RDW,26,3830,357,181,22.105042
29,1076,156,61.103195,10482_RDW,26,3830,393,152,32.370663
30,843,82,65.41058,10482_RDW,26,3830,316,81,28.53804
31,1016,105,66.19768,10482_RDW,26,3830,350,105,32.538715
32,1084,185,60.207306,10482_RDW,26,3830,452,182,27.54553
33,1026,210,61.62121,10482_RDW,26,3830,396,210,22.834446
34,1013,162,66.53362,10482_RDW,26,3830,405,162,27.675531
35,1032,204,64.026886,10482_RDW,26,3830,411,203,25.334476
1,253,0,119.67897,10646_RFW,26,6073,64,0,120.31078
2,467,0,116.340744,10646_RFW,26,6073,95,0,107.63337
3,703,16,91.70592,10646_RFW,26,6073,176,0,84.51
4,631,3,99.482185,10646_RFW,26,6073,152,1,84.05336
5,680,8,93.6561,10646_RFW,26,6073,171,0,75.36737
6,686,1,99.4022,10646_RFW,26,6073,174,1,81.50264
7,746,0,97.1991,10646_RFW,26,6073,196,0,81.148674
8,918,11,88.90134,10646_RFW,26,6073,238,4,68.11005
9,649,0,105.7991,10646_RFW,26,6073,160,0,95.38763
10,639,2,95.78972,10646_RFW,26,6073,171,0,84.030464
11,833,7,89.815895,10646_RFW,26,6073,218,1,66.55087
12,756,5,93.45664,10646_RFW,26,6073,213,0,72.11826
13,717,1,95.820366,10646_RFW,26,6073,200,0,77.86215
14,667,7,94.34673,10646_RFW,26,6073,176,0,70.83966
15,879,36,79.23256,10646_RFW,26,6073,235,4,67.36868
16,768,18,85.2145,10646_RFW,26,6073,210,6,67.90924
17,640,3,96.13114,10646_RFW,26,6073,174,0,83.55954
18,661,5,90.63778,10646_RFW,26,6073,177,1,72.2374
19,578,15,88.98431,10646_RFW,26,6073,161,4,73.75826
20,491,0,97.542,10646_RFW,26,6073,143,0,78.90531
21,543,1,94.407974,10646_RFW,26,6073,156,0,80.17167
22,555,1,94.42848,10646_RFW,26,6073,152,0,70.77869
23,597,1,99.703,10646_RFW,26,6073,159,1,83.81887
24,709,3,91.42426,10646_RFW,26,6073,194,1,76.52676
25,731,6,90.361275,10646_RFW,26,6073,193,0,72.051506
26,693,5,93.51492,10646_RFW,26,6073,191,0,74.266075
27,606,6,97.63923,10646_RFW,26,6073,147,0,79.16048
28,505,4,98.41131,10646_RFW,26,6073,155,0,80.37581
29,514,3,100.63856,10646_RFW,26,6073,141,0,78.25837
30,535,1,96.489944,10646_RFW,26,6073,151,0,78.039406
31,547,0,104.31121,10646_RFW,26,6073,131,0,85.250534
32,519,0,100.4928,10646_RFW,26,6073,125,0,83.35456
33,586,0,102.64825,10646_RFW,26,6073,142,0,85.14831
34,584,0,99.43695,10646_RFW,26,6073,138,0,79.66841
35,635,21,89.456856,10646_RFW,26,6073,183,5,77.62191
1,239,0,95.26105,10644_RFW,26,6774,83,0,60.85687
2,542,1,92.44652,10644_RFW,26,6774,123,0,55.08935
3,704,5,84.5599,10644_RFW,26,6774,194,2,56.690823
4,771,2,79.74344,10644_RFW,26,6774,235,0,51.485786
5,739,0,84.050865,10644_RFW,26,6774,191,0,54.687542
6,683,1,91.75661,10644_RFW,26,6774,163,1,60.87914
7,851,6,75.14947,10644_RFW,26,6774,220,5,55.773457
8,1150,15,70.57025,10644_RFW,26,6774,298,8,52.622383
9,963,6,74.918495,10644_RFW,26,6774,285,0,51.037296
10,872,0,74.2105,10644_RFW,26,6774,263,0,52.064106
11,876,1,76.63861,10644_RFW,26,6774,266,0,51.140526
12,803,1,84.83639,10644_RFW,26,6774,217,1,58.563366
13,848,1,80.52598,10644_RFW,26,6774,289,1,51.85616
14,651,0,83.330185,10644_RFW,26,6774,189,0,47.64958
15,980,4,73.092125,10644_RFW,26,6774,277,3,52.770794
16,705,0,84.106026,10644_RFW,26,6774,205,0,51.277805
17,826,2,78.51786,10644_RFW,26,6774,273,0,51.995785
18,864,0,72.90853,10644_RFW,26,6774,286,0,49.72
19,657,2,79.04136,10644_RFW,26,6774,227,0,46.5952
20,733,1,71.01878,10644_RFW,26,6774,243,0,46.08115
21,649,1,79.26918,10644_RFW,26,6774,228,1,49.138023
22,588,0,83.18367,10644_RFW,26,6774,165,0,50.306244
23,652,0,85.388054,10644_RFW,26,6774,187,0,53.30214
24,822,0,76.59026,10644_RFW,26,6774,277,0,51.514908
25,685,0,92.68887,10644_RFW,26,6774,182,0,62.142365
26,665,0,87.37936,10644_RFW,26,6774,177,0,58.650505
27,725,0,81.31848,10644_RFW,26,6774,197,0,60.083096
28,564,0,91.73433,10644_RFW,26,6774,163,0,60.81368
29,475,0,92.89657,10644_RFW,26,6774,132,0,55.481213
30,607,0,88.41306,10644_RFW,26,6774,195,0,52.87374
31,539,0,95.995636,10644_RFW,26,6774,148,0,57.59784
32,500,0,94.71318,10644_RFW,26,6774,109,0,64.789635
33,537,0,99.99594,10644_RFW,26,6774,120,0,69.94033
34,609,0,93.644035,10644_RFW,26,6774,138,0,56.58623
35,504,0,99.17665,10644_RFW,26,6774,113,0,66.53036
0,21,0,132.02858,10639_RFE,2,1876,5,0,131.512
1,689,4,100.70532,10639_RFE,2,1876,265,3,86.41026
2,906,15,85.65769,10639_RFE,2,1876,379,12,64.71512
3,1150,104,73.53715,10639_RFE,2,1876,552,103,44.525036
4,851,42,86.557755,10639_RFE,2,1876,376,42,59.137394
5,1164,52,73.458755,10639_RFE,2,1876,512,49,46.005177
6,1322,125,61.45941,10639_RFE,2,1876,663,124,31.506893
7,1975,343,48.626724,10639_RFE,2,1876,954,342,21.442957
8,1896,349,46.934784,10639_RFE,2,1876,978,348,18.583998
9,1357,228,53.01247,10639_RFE,2,1876,818,228,24.7966
10,1670,344,46.110016,10639_RFE,2,1876,939,339,19.4495
11,1685,612,34.702755,10639_RFE,2,1876,1162,610,11.038734
12,2305,1002,27.459171,10639_RFE,2,1876,1515,996,6.168706
13,2182,894,25.656149,10639_RFE,2,1876,1467,887,7.1400065
14,2574,960,23.119556,10639_RFE,2,1876,1510,948,6.8961654
15,2911,1285,21.567558,10639_RFE,2,1876,1705,1199,5.1315136
16,3134,1773,15.546809,10639_RFE,2,1876,1863,1449,3.1996832
17,4075,2490,11.942932,10639_RFE,2,1876,1823,1476,3.080126
18,4584,2674,11.412877,10639_RFE,2,1876,1593,1049,5.3845763
19,4330,2601,10.890141,10639_RFE,2,1876,1623,1076,5.064122
20,4539,2608,10.859083,10639_RFE,2,1876,1698,1193,4.2379503
21,4161,2363,11.585018,10639_RFE,2,1876,1474,877,6.9911466
22,4020,2318,12.315965,10639_RFE,2,1876,1522,949,6.3382063
23,3948,2230,12.224719,10639_RFE,2,1876,1647,1117,4.557395
24,3899,1946,15.084745,10639_RFE,2,1876,1552,924,6.2908053
25,3223,1577,17.031893,10639_RFE,2,1876,1668,1134,4.743016
26,2888,1313,20.392126,10639_RFE,2,1876,1475,878,6.8710575
27,3010,1520,18.56986,10639_RFE,2,1876,1639,1068,5.9693294
28,3002,1546,18.30031,10639_RFE,2,1876,1309,720,9.21793
29,3423,1704,17.386606,10639_RFE,2,1876,1584,1063,5.141389
30,2759,1362,19.784687,10639_RFE,2,1876,1512,933,6.02168
31,2702,1218,20.84838,10639_RFE,2,1876,1648,1080,5.4649935
32,1906,606,26.487162,10639_RFE,2,1876,1241,595,12.694472
33,1932,505,34.471905,10639_RFE,2,1876,1121,497,13.598108
34,1870,656,31.5367,10639_RFE,2,1876,1238,652,10.735646
35,1644,441,36.667755,10639_RFE,2,1876,1082,439,13.871765
0,9,0,135.59222,10681_RFE,2,2165,1,0,130.84
1,553,4,97.5185,10681_RFE,2,2165,151,3,68.63139
2,823,15,81.34937,10681_RFE,2,2165,275,12,51.281853
3,877,47,80.98028,10681_RFE,2,2165,304,46,46.99161
4,750,42,84.08486,10681_RFE,2,2165,257,42,40.066067
5,904,31,78.433266,10681_RFE,2,2165,297,29,43.213066
6,1027,63,71.577545,10681_RFE,2,2165,385,62,37.83956
7,1356,158,60.097473,10681_RFE,2,2165,501,156,33.89587
8,1439,122,59.862976,10681_RFE,2,2165,514,120,32.736904
9,926,63,69.36206,10681_RFE,2,2165,334,63,37.927364
10,1087,147,61.00964,10681_RFE,2,2165,440,143,33.374638
11,1039,274,53.99916,10681_RFE,2,2165,522,272,15.929291
12,1173,232,50.927814,10681_RFE,2,2165,523,229,20.271511
13,1115,274,46.55576,10681_RFE,2,2165,524,271,15.053187
14,1140,191,46.979538,10681_RFE,2,2165,488,185,23.412006
15,1518,425,36.773,10681_RFE,2,2165,640,356,14.293312
16,1519,696,30.44275,10681_RFE,2,2165,675,436,10.390341
17,1596,788,24.256466,10681_RFE,2,2165,582,342,10.159605
18,2175,932,23.12234,10681_RFE,2,2165,625,279,14.780031
19,1997,1010,20.554884,10681_RFE,2,2165,536,248,12.651474
20,2072,928,20.702074,10681_RFE,2,2165,566,274,12.116485
21,1882,881,22.0823,10681_RFE,2,2165,504,177,20.261606
22,1808,858,24.470398,10681_RFE,2,2165,547,204,17.516253
23,2037,1008,20.377085,10681_RFE,2,2165,544,230,13.785221
24,2011,848,27.017857,10681_RFE,2,2165,552,226,16.61578
25,1534,553,31.804785,10681_RFE,2,2165,585,275,12.669282
26,1368,514,36.029644,10681_RFE,2,2165,473,190,17.048859
27,1394,557,35.574837,10681_RFE,2,2165,551,246,15.21579
28,1432,657,32.034554,10681_RFE,2,2165,496,225,16.59633
29,1644,595,31.8466,10681_RFE,2,2165,542,223,15.142564
30,1255,455,37.634422,10681_RFE,2,2165,470,182,13.709979
31,1359,397,37.02305,10681_RFE,2,2165,562,260,15.344483
32,682,60,58.54217,10681_RFE,2,2165,329,59,30.95091
33,917,101,60.55493,10681_RFE,2,2165,371,99,28.111618
34,963,197,55.16355,10681_RFE,2,2165,468,194,23.470043
35,866,122,59.619373,10681_RFE,2,2165,384,120,25.659584
1,193,0,83.187256,10490_RDE,2,4414,91,0,62.093952
2,399,0,106.31551,10490_RDE,2,4414,135,0,85.56415
3,444,1,104.01547,10490_RDE,2,4414,155,1,81.91632
4,382,3,106.53871,10490_RDE,2,4414,131,0,91.65397
5,426,1,100.65869,10490_RDE,2,4414,166,1,81.630486
6,463,9,99.288795,10490_RDE,2,4414,173,6,78.32625
7,530,1,98.86881,10490_RDE,2,4414,183,1,76.30552
8,656,2,95.19631,10490_RDE,2,4414,212,2,72.87552
9,525,4,92.38804,10490_RDE,2,4414,221,3,71.31109
10,407,1,98.183235,10490_RDE,2,4414,143,1,76.40524
11,573,17,84.56695,10490_RDE,2,4414,227,16,60.90304
12,377,3,94.99502,10490_RDE,2,4414,136,3,75.090515
13,415,0,90.510704,10490_RDE,2,4414,131,0,59.54313
14,335,0,94.05352,10490_RDE,2,4414,111,0,63.12856
15,283,0,100.69071,10490_RDE,2,4414,71,0,64.77634
16,411,0,83.32426,10490_RDE,2,4414,159,0,56.391136
17,298,0,86.55426,10490_RDE,2,4414,84,0,60.492023
18,332,0,88.68506,10490_RDE,2,4414,141,0,65.40078
19,267,0,98.255844,10490_RDE,2,4414,80,0,68.78212
20,328,0,78.608444,10490_RDE,2,4414,187,0,59.706524
21,269,0,89.90007,10490_RDE,2,4414,100,0,70.8304
22,310,1,85.65678,10490_RDE,2,4414,112,1,60.10982
23,333,0,86.16519,10490_RDE,2,4414,141,0,73.054184
24,279,0,93.855804,10490_RDE,2,4414,81,0,66.95716
25,267,0,88.992134,10490_RDE,2,4414,79,0,70.78026
26,308,0,87.24574,10490_RDE,2,4414,95,0,68.518105
27,243,0,84.23762,10490_RDE,2,4414,76,0,59.88605
28,323,0,87.704216,10490_RDE,2,4414,111,0,69.57838
29,226,0,74.2446,10490_RDE,2,4414,113,0,60.15425
30,260,0,83.20942,10490_RDE,2,4414,96,0,67.86604
31,317,0,83.87739,10490_RDE,2,4414,117,0,68.447266
32,205,0,90.76995,10490_RDE,2,4414,57,0,78.4393
33,290,0,92.672104,10490_RDE,2,4414,81,0,62.382347
34,249,0,87.65779,10490_RDE,2,4414,80,0,77.171875
35,292,0,85.83723,10490_RDE,2,4414,86,0,75.49582
0,9,0,40.99222,10484_RDE,24,10,9,0,40.99222
1,171,0,58.406902,10484_RDE,24,10,89,0,39.584496
2,289,0,74.946884,10484_RDE,24,10,106,0,37.980186
3,313,0,81.04371,10484_RDE,24,10,126,0,42.118336
4,271,1,78.86491,10484_RDE,24,10,86,1,38.27837
5,290,1,75.182304,10484_RDE,24,10,97,0,42.429794
6,254,0,91.39461,10484_RDE,24,10,85,0,46.13306
7,368,0,73.90682,10484_RDE,24,10,154,0,40.854675
8,587,2,65.67097,10484_RDE,24,10,178,2,40.129047
9,385,0,76.02977,10484_RDE,24,10,127,0,41.46362
10,358,2,68.47257,10484_RDE,24,10,163,2,41.006256
11,420,0,66.22704,10484_RDE,24,10,152,0,41.267895
12,273,0,74.870255,10484_RDE,24,10,95,0,38.056107
13,354,0,69.90427,10484_RDE,24,10,122,0,38.285328
14,335,2,62.756985,10484_RDE,24,10,137,1,37.962555
15,301,0,69.76153,10484_RDE,24,10,138,0,40.97449
16,363,1,64.367714,10484_RDE,24,10,184,1,40.166794
17,296,0,63.41605,10484_RDE,24,10,150,0,39.7962
18,308,0,63.834644,10484_RDE,24,10,161,0,39.803043
19,244,0,70.69804,10484_RDE,24,10,113,0,39.459736
20,357,0,56.172325,10484_RDE,24,10,196,0,39.16439
21,225,0,68.88627,10484_RDE,24,10,122,0,40.67049
22,289,0,65.16993,10484_RDE,24,10,171,0,42.040176
23,282,1,60.26606,10484_RDE,24,10,126,1,36.656586
24,305,2,64.73065,10484_RDE,24,10,124,1,38.033226
25,286,0,63.29035,10484_RDE,24,10,135,0,39.504444
26,248,0,69.2627,10484_RDE,24,10,99,0,41.286263
27,302,0,63.214703,10484_RDE,24,10,169,0,41.072426
28,248,0,68.55391,10484_RDE,24,10,112,0,41.41598
29,251,2,59.892826,10484_RDE,24,10,139,0,41.027843
30,278,0,62.26561,10484_RDE,24,10,172,0,40.25244
31,252,0,64.79869,10484_RDE,24,10,123,0,38.767075
32,172,0,74.78703,10484_RDE,24,10,73,0,43.519726
33,258,0,74.189926,10484_RDE,24,10,98,0,40.143063
34,221,0,67.563934,10484_RDE,24,10,101,0,39.65475
35,292,0,62.956577,10484_RDE,24,10,130,0,39.797615
