win,rows,stopped,mean_spd,zone,link,center,rows_L1,stopped_L1,spd_L1
35,914,8,91.4067,10480_RDW,26,3525,283.0,8.0,68.01057
0,83,0,119.48988,10482_RDW,26,3830,20.0,0.0,125.889
1,748,1,88.98836,10482_RDW,26,3830,180.0,1.0,69.44361
2,797,0,88.484856,10482_RDW,26,3830,202.0,0.0,77.73089
3,879,4,90.01482,10482_RDW,26,3830,195.0,3.0,67.152466
4,1015,20,74.18679,10482_RDW,26,3830,287.0,12.0,51.97554
5,1026,0,80.25256,10482_RDW,26,3830,277.0,0.0,57.318157
6,954,20,80.44657,10482_RDW,26,3830,266.0,7.0,55.97643
7,1190,6,70.04556,10482_RDW,26,3830,329.0,4.0,51.76854
8,996,2,78.29725,10482_RDW,26,3830,271.0,2.0,57.020924
9,623,10,99.52621,10482_RDW,26,3830,120.0,10.0,64.1235
10,690,0,105.44305,10482_RDW,26,3830,116.0,0.0,95.662674
11,1075,3,78.76896,10482_RDW,26,3830,260.0,1.0,52.88523
12,1093,1,74.83336,10482_RDW,26,3830,296.0,0.0,51.738647
13,621,0,106.01243,10482_RDW,26,3830,110.0,0.0,95.11473
14,565,0,111.56345,10482_RDW,26,3830,69.0,0.0,107.70058
15,855,3,83.79628,10482_RDW,26,3830,235.0,2.0,53.89179
16,885,1,79.75625,10482_RDW,26,3830,246.0,1.0,55.263615
17,597,0,107.8207,10482_RDW,26,3830,108.0,0.0,94.24574
18,754,1,87.29586,10482_RDW,26,3830,181.0,1.0,57.88193
19,457,0,111.68998,10482_RDW,26,3830,68.0,0.0,101.04176
20,857,2,82.52597,10482_RDW,26,3830,209.0,2.0,49.953922
21,931,1,79.692986,10482_RDW,26,3830,244.0,1.0,51.994793
22,790,0,88.747665,10482_RDW,26,3830,116.0,0.0,89.93672
23,940,0,84.25175,10482_RDW,26,3830,87.0,0.0,89.173676
24,803,2,84.12894,10482_RDW,26,3830,99.0,0.0,86.336266
25,723,0,85.80394,10482_RDW,26,3830,57.0,0.0,88.58983
26,739,0,84.90486,10482_RDW,26,3830,81.0,0.0,86.537155
27,754,0,85.00658,10482_RDW,26,3830,60.0,0.0,86.3105
28,1209,1,66.45072,10482_RDW,26,3830,281.0,0.0,48.307938
29,996,1,71.74646,10482_RDW,26,3830,198.0,1.0,53.324543
30,843,0,83.65494,10482_RDW,26,3830,81.0,0.0,82.82728
31,624,0,99.53936,10482_RDW,26,3830,89.0,0.0,100.69922
32,697,0,91.10178,10482_RDW,26,3830,93.0,0.0,89.44462
33,745,0,96.22623,10482_RDW,26,3830,107.0,0.0,103.42719
34,664,0,112.54,10482_RDW,26,3830,95.0,0.0,113.87021
35,639,0,110.59881,10482_RDW,26,3830,85.0,0.0,112.05389
1,246,0,120.47817,10646_RFW,26,6073,63.0,0.0,119.09571
2,490,1,111.9113,10646_RFW,26,6073,118.0,0.0,106.107544
3,669,8,92.71603,10646_RFW,26,6073,159.0,4.0,74.75578
4,669,0,98.61805,10646_RFW,26,6073,182.0,0.0,93.05005
5,705,28,89.360435,10646_RFW,26,6073,198.0,1.0,74.583084
6,921,24,76.18954,10646_RFW,26,6073,228.0,1.0,66.82294
7,729,5,91.27017,10646_RFW,26,6073,208.0,3.0,71.0525
8,960,4,85.537125,10646_RFW,26,6073,240.0,2.0,72.42058
9,667,0,96.10891,10646_RFW,26,6073,166.0,0.0,80.119644
10,550,4,96.26396,10646_RFW,26,6073,128.0,0.0,80.44039
11,684,0,99.28376,10646_RFW,26,6073,165.0,0.0,77.155945
12,768,0,92.48391,10646_RFW,26,6073,217.0,0.0,74.7289
13,668,0,102.24702,10646_RFW,26,6073,159.0,0.0,84.51057
14,512,0,101.37566,10646_RFW,26,6073,129.0,0.0,82.33093
15,576,0,94.52005,10646_RFW,26,6073,151.0,0.0,71.03007
16,660,1,94.69362,10646_RFW,26,6073,168.0,0.0,77.53976
17,601,1,95.37164,10646_RFW,26,6073,157.0,1.0,64.7693
18,539,1,95.36774,10646_RFW,26,6073,142.0,1.0,70.47838
19,522,0,95.60542,10646_RFW,26,6073,140.0,0.0,70.97636
20,520,0,96.59763,10646_RFW,26,6073,142.0,0.0,77.53007
21,682,4,91.653854,10646_RFW,26,6073,198.0,3.0,74.737625
22,672,0,78.68504,10646_RFW,26,6073,194.0,0.0,67.56134
23,772,1,78.862976,10646_RFW,26,6073,181.0,1.0,70.390495
24,679,0,79.99864,10646_RFW,26,6073,171.0,0.0,70.369125
25,627,0,78.2993,10646_RFW,26,6073,160.0,0.0,65.05406
26,680,0,79.1875,10646_RFW,26,6073,129.0,0.0,68.47411
27,695,0,77.43997,10646_RFW,26,6073,148.0,0.0,63.322502
28,770,1,74.31039,10646_RFW,26,6073,217.0,1.0,58.201103
29,1038,41,65.56824,10646_RFW,26,6073,257.0,24.0,59.8335
30,1405,390,41.781254,10646_RFW,26,6073,415.0,225.0,24.322
31,1958,659,31.859428,10646_RFW,26,6073,610.0,362.0,17.93336
32,1801,767,28.26507,10646_RFW,26,6073,564.0,443.0,12.16305
33,1771,607,35.22715,10646_RFW,26,6073,556.0,360.0,19.928003
34,1624,445,41.869328,10646_RFW,26,6073,469.0,242.0,26.04514
35,894,114,65.12927,10646_RFW,26,6073,277.0,67.0,48.539566
1,206,0,105.40355,10644_RFW,26,6774,55.0,0.0,70.53855
2,562,0,88.765465,10644_RFW,26,6774,171.0,0.0,59.72795
3,649,3,85.124084,10644_RFW,26,6774,164.0,3.0,54.292927
4,923,9,69.1052,10644_RFW,26,6774,263.0,4.0,55.618214
5,686,0,86.29399,10644_RFW,26,6774,208.0,0.0,57.158028
6,721,0,86.099495,10644_RFW,26,6774,182.0,0.0,67.33209
7,807,5,77.112495,10644_RFW,26,6774,220.0,1.0,54.129955
8,1077,9,75.81387,10644_RFW,26,6774,291.0,2.0,54.87433
9,707,0,82.337875,10644_RFW,26,6774,192.0,0.0,57.370625
10,636,0,82.413994,10644_RFW,26,6774,185.0,0.0,47.862377
11,930,3,72.74366,10644_RFW,26,6774,328.0,0.0,45.0339
12,936,5,75.17059,10644_RFW,26,6774,272.0,1.0,61.50886
13,754,2,84.25924,10644_RFW,26,6774,180.0,0.0,57.688557
14,567,0,84.94995,10644_RFW,26,6774,179.0,0.0,52.393684
15,684,1,79.02683,10644_RFW,26,6774,218.0,1.0,50.82312
16,882,4,71.6679,10644_RFW,26,6774,302.0,3.0,44.42785
17,702,4,83.02144,10644_RFW,26,6774,180.0,3.0,51.884277
18,616,0,81.58317,10644_RFW,26,6774,214.0,0.0,45.226543
19,652,0,81.62857,10644_RFW,26,6774,209.0,0.0,46.0144
20,673,0,74.35544,10644_RFW,26,6774,254.0,0.0,44.740196
21,760,0,80.34774,10644_RFW,26,6774,267.0,0.0,52.953335
22,697,0,74.19765,10644_RFW,26,6774,160.0,0.0,51.136124
23,822,1,69.68006,10644_RFW,26,6774,206.0,1.0,51.06568
24,686,0,73.17538,10644_RFW,26,6774,149.0,0.0,51.531815
25,461,0,87.06909,10644_RFW,26,6774,56.0,0.0,94.952324
26,518,0,85.75257,10644_RFW,26,6774,55.0,0.0,91.28255
27,520,0,82.980865,10644_RFW,26,6774,63.0,0.0,73.2827
28,724,0,70.85315,10644_RFW,26,6774,189.0,0.0,47.353546
29,626,0,84.65701,10644_RFW,26,6774,98.0,0.0,87.40643
30,730,1,76.62311,10644_RFW,26,6774,178.0,1.0,74.68573
31,801,1,81.094215,10644_RFW,26,6774,217.0,0.0,68.45571
32,668,0,78.62756,10644_RFW,26,6774,144.0,0.0,92.409935
33,666,0,82.722,10644_RFW,26,6774,151.0,0.0,92.111725
34,733,0,91.72311,10644_RFW,26,6774,180.0,0.0,97.855774
35,543,0,101.80133,10644_RFW,26,6774,109.0,0.0,107.05844
0,21,0,132.02858,10639_RFE,2,1876,5.0,0.0,131.512
1,667,2,104.260216,10639_RFE,2,1876,258.0,1.0,88.34368
2,886,18,87.15851,10639_RFE,2,1876,356.0,12.0,70.01104
3,1536,290,52.734272,10639_RFE,2,1876,822.0,279.0,25.530281
4,1325,210,56.85331,10639_RFE,2,1876,766.0,209.0,25.092728
5,1872,474,41.496143,10639_RFE,2,1876,1016.0,440.0,15.092982
6,2174,624,33.302124,10639_RFE,2,1876,1316.0,612.0,10.237424
7,2178,656,34.04444,10639_RFE,2,1876,1279.0,640.0,9.524488
8,2301,771,31.34173,10639_RFE,2,1876,1397.0,768.0,7.837738
9,2349,956,25.368973,10639_RFE,2,1876,1522.0,927.0,6.0454006
10,2651,1197,20.719809,10639_RFE,2,1876,1669.0,1154.0,4.6900063
11,3062,1269,23.104328,10639_RFE,2,1876,1717.0,1188.0,4.3085904
12,2849,1484,16.403997,10639_RFE,2,1876,1776.0,1289.0,3.7932205
13,3430,2015,14.995438,10639_RFE,2,1876,1880.0,1536.0,2.4483829
14,3829,2158,12.800639,10639_RFE,2,1876,1611.0,1090.0,4.7881503
15,4785,3131,8.696213,10639_RFE,2,1876,1814.0,1414.0,3.0200055
16,5342,3446,8.743832,10639_RFE,2,1876,1857.0,1435.0,3.5695477
17,5352,3064,8.959609,10639_RFE,2,1876,1567.0,990.0,5.456611
18,5696,3857,7.54723,10639_RFE,2,1876,1753.0,1315.0,3.7100854
19,5894,3967,7.28356,10639_RFE,2,1876,1726.0,1210.0,4.125521
20,5464,3518,8.240079,10639_RFE,2,1876,1542.0,945.0,5.09048
21,5577,3638,8.429401,10639_RFE,2,1876,1572.0,1006.0,4.707214
22,5705,3848,7.835031,10639_RFE,2,1876,1568.0,1057.0,4.832628
23,4953,3012,10.283137,10639_RFE,2,1876,1473.0,899.0,6.3424373
24,4767,3074,9.631908,10639_RFE,2,1876,1604.0,1155.0,4.419838
25,5056,3645,8.168542,10639_RFE,2,1876,1637.0,1250.0,3.541747
26,5739,4394,6.8284287,10639_RFE,2,1876,1744.0,1420.0,2.4816458
27,5622,4180,7.677063,10639_RFE,2,1876,1695.0,1286.0,3.5298584
28,5516,4286,6.8954186,10639_RFE,2,1876,1752.0,1393.0,2.6453137
29,5460,4054,8.179639,10639_RFE,2,1876,1757.0,1363.0,3.9483325
30,4839,3080,10.768167,10639_RFE,2,1876,1620.0,1149.0,5.0669694
31,4784,3118,9.443277,10639_RFE,2,1876,1638.0,1178.0,3.958089
32,5477,3939,7.677152,10639_RFE,2,1876,1706.0,1308.0,3.0750701
33,5007,3327,8.765784,10639_RFE,2,1876,1413.0,888.0,5.4930854
34,4918,3194,9.383339,10639_RFE,2,1876,1281.0,693.0,8.385239
35,4814,3170,9.2486725,10639_RFE,2,1876,1250.0,670.0,7.402072
0,9,0,135.59222,10681_RFE,2,2165,1.0,0.0,130.84
1,529,2,102.5472,10681_RFE,2,2165,136.0,1.0,71.1572
2,818,17,80.31666,10681_RFE,2,2165,251.0,11.0,57.569004
3,1070,116,64.37481,10681_RFE,2,2165,409.0,105.0,34.161392
4,866,93,73.44068,10681_RFE,2,2165,362.0,92.0,31.86395
5,1285,243,52.517593,10681_RFE,2,2165,509.0,210.0,23.71112
6,1321,206,52.263607,10681_RFE,2,2165,560.0,193.0,24.512482
7,1188,202,56.371536,10681_RFE,2,2165,499.0,189.0,24.94385
8,1235,231,54.782074,10681_RFE,2,2165,533.0,229.0,21.315817
9,1265,309,46.908348,10681_RFE,2,2165,558.0,283.0,18.640089
10,982,316,44.818756,10681_RFE,2,2165,509.0,286.0,12.936582
11,1626,413,41.39631,10681_RFE,2,2165,644.0,337.0,16.168541
12,1439,607,30.444317,10681_RFE,2,2165,673.0,430.0,10.1399555
13,1576,807,28.778648,10681_RFE,2,2165,640.0,428.0,8.629063
14,1625,786,22.735231,10681_RFE,2,2165,544.0,276.0,11.137647
15,2167,1204,17.383322,10681_RFE,2,2165,649.0,419.0,9.697597
16,2282,1161,19.442757,10681_RFE,2,2165,653.0,345.0,11.631654
17,2144,1105,18.065075,10681_RFE,2,2165,548.0,287.0,10.829087
18,2332,1473,17.452932,10681_RFE,2,2165,663.0,438.0,10.540166
19,2192,1381,16.324142,10681_RFE,2,2165,613.0,341.0,8.337684
20,2063,1277,17.538803,10681_RFE,2,2165,513.0,281.0,8.1931
21,2214,1473,16.802258,10681_RFE,2,2165,558.0,340.0,8.965914
22,2171,1383,17.54995,10681_RFE,2,2165,526.0,301.0,12.019639
23,1927,1236,19.247328,10681_RFE,2,2165,382.0,148.0,15.13021
24,2003,1292,17.091503,10681_RFE,2,2165,585.0,391.0,6.2831793
25,2116,1553,15.485421,10681_RFE,2,2165,557.0,409.0,5.4691563
26,2340,1651,16.92362,10681_RFE,2,2165,681.0,477.0,8.295374
27,2067,1355,18.901268,10681_RFE,2,2165,608.0,371.0,9.517813
28,1996,1321,18.417906,10681_RFE,2,2165,587.0,389.0,9.612266
29,2022,1089,23.069029,10681_RFE,2,2165,586.0,227.0,18.427116
30,1809,989,23.440996,10681_RFE,2,2165,483.0,220.0,14.488033
31,1930,1297,17.288824,10681_RFE,2,2165,510.0,325.0,8.268843
32,2065,1424,16.011347,10681_RFE,2,2165,576.0,394.0,5.8016148
33,1932,1280,18.01425,10681_RFE,2,2165,487.0,272.0,8.475873
34,1842,1154,18.632698,10681_RFE,2,2165,415.0,169.0,13.74906
35,1826,1191,17.775974,10681_RFE,2,2165,496.0,279.0,9.019355
1,191,0,83.73445,10490_RDE,2,4414,92.0,0.0,62.19511
2,393,0,105.00532,10490_RDE,2,4414,146.0,0.0,84.866234
3,414,1,101.63711,10490_RDE,2,4414,134.0,0.0,82.87985
4,427,3,104.503914,10490_RDE,2,4414,147.0,1.0,86.54945
5,408,0,102.867004,10490_RDE,2,4414,167.0,0.0,81.20221
6,433,1,103.94649,10490_RDE,2,4414,174.0,1.0,85.30471
7,474,0,101.6337,10490_RDE,2,4414,155.0,0.0,77.36432
8,574,6,89.81155,10490_RDE,2,4414,202.0,3.0,67.58584
9,406,1,102.96241,10490_RDE,2,4414,149.0,1.0,86.99054
10,355,1,95.4515,10490_RDE,2,4414,162.0,1.0,75.70555
11,402,3,88.03754,10490_RDE,2,4414,156.0,2.0,73.724106
12,438,1,89.81386,10490_RDE,2,4414,158.0,0.0,72.41386
13,401,2,95.560905,10490_RDE,2,4414,156.0,2.0,78.431725
14,278,0,98.23144,10490_RDE,2,4414,87.0,0.0,72.95184
15,196,0,107.04046,10490_RDE,2,4414,67.0,0.0,102.50626
16,256,0,105.75426,10490_RDE,2,4414,76.0,0.0,92.320656
17,381,0,88.55068,10490_RDE,2,4414,156.0,0.0,68.48949
18,218,0,113.20629,10490_RDE,2,4414,69.0,0.0,104.65797
19,287,0,88.35788,10490_RDE,2,4414,135.0,0.0,71.37141
20,189,0,114.11603,10490_RDE,2,4414,65.0,0.0,102.99938
21,262,1,86.54962,10490_RDE,2,4414,127.0,1.0,68.75071
22,250,0,98.62828,10490_RDE,2,4414,98.0,0.0,76.255005
23,239,2,99.34895,10490_RDE,2,4414,87.0,2.0,76.551834
24,179,0,110.392296,10490_RDE,2,4414,60.0,0.0,93.361336
25,169,0,103.80792,10490_RDE,2,4414,53.0,0.0,86.084526
26,203,0,106.57838,10490_RDE,2,4414,72.0,0.0,96.45236
27,202,0,115.50332,10490_RDE,2,4414,60.0,0.0,100.233
28,442,224,47.77636,10490_RDE,2,4414,301.0,224.0,19.990599
29,974,566,27.235699,10490_RDE,2,4414,766.0,565.0,7.6576633
30,1517,1102,21.382076,10490_RDE,2,4414,1199.0,1085.0,2.4138198
31,1761,1513,9.471107,10490_RDE,2,4414,1559.0,1470.0,0.9528993
32,1894,1772,6.842407,10490_RDE,2,4414,1681.0,1680.0,0.056323618
33,1834,1708,7.694951,10490_RDE,2,4414,1680.0,1680.0,0.0
34,1851,1692,9.081702,10490_RDE,2,4414,1680.0,1680.0,0.0
35,1993,1785,9.426362,10490_RDE,2,4414,1680.0,1680.0,0.0
0,9,0,40.99222,10484_RDE,24,10,9.0,0.0,40.99222
1,157,0,59.225094,10484_RDE,24,10,88.0,0.0,39.1033
2,296,0,73.45253,10484_RDE,24,10,106.0,0.0,37.506603
3,334,0,78.47671,10484_RDE,24,10,126.0,0.0,41.814285
4,278,0,80.42622,10484_RDE,24,10,99.0,0.0,39.993435
5,265,0,79.850494,10484_RDE,24,10,106.0,0.0,40.839714
6,262,0,83.964806,10484_RDE,24,10,98.0,0.0,42.119186
7,369,0,75.80079,10484_RDE,24,10,132.0,0.0,40.496666
8,514,0,58.858463,10484_RDE,24,10,223.0,0.0,40.71108
9,299,0,82.361534,10484_RDE,24,10,95.0,0.0,42.793682
10,391,1,60.61496,10484_RDE,24,10,202.0,1.0,39.249306
11,363,0,60.050663,10484_RDE,24,10,160.0,0.0,39.339314
12,351,0,70.727005,10484_RDE,24,10,118.0,0.0,39.289577
13,258,0,69.51934,10484_RDE,24,10,99.0,0.0,42.138485
14,337,0,65.88576,10484_RDE,24,10,142.0,0.0,39.20845
15,223,0,63.8396,10484_RDE,24,10,106.0,0.0,40.102074
16,249,0,69.908356,10484_RDE,24,10,122.0,0.0,40.368767
17,295,0,65.17047,10484_RDE,24,10,119.0,0.0,39.074116
18,256,0,68.96735,10484_RDE,24,10,122.0,0.0,40.89623
19,276,0,60.437607,10484_RDE,24,10,133.0,0.0,38.160076
20,194,0,69.312935,10484_RDE,24,10,102.0,0.0,42.40402
21,279,0,60.968422,10484_RDE,24,10,165.0,0.0,40.86418
22,308,0,63.298443,10484_RDE,24,10,160.0,0.0,42.519436
23,251,0,64.95713,10484_RDE,24,10,119.0,0.0,39.50345
24,203,0,68.931725,10484_RDE,24,10,110.0,0.0,40.12818
25,257,0,60.34891,10484_RDE,24,10,142.0,0.0,39.805
26,176,0,69.76591,10484_RDE,24,10,68.0,0.0,40.64956
27,292,0,63.433426,10484_RDE,24,10,133.0,0.0,39.41782
28,173,0,74.88017,10484_RDE,24,10,70.0,0.0,40.516857
29,198,0,72.72152,10484_RDE,24,10,70.0,0.0,44.564144
30,332,0,69.77491,10484_RDE,24,10,124.0,0.0,44.722984
31,223,0,64.76502,10484_RDE,24,10,102.0,0.0,40.792843
32,149,0,70.94892,10484_RDE,24,10,71.0,0.0,41.296196
33,144,0,72.57181,10484_RDE,24,10,63.0,0.0,39.699844
34,118,0,92.204575,10484_RDE,24,10,25.0,0.0,42.3444
35,79,0,119.61697,10484_RDE,24,10,,,
