time_s,network_n,FW_E_n,FW_W_n
5910.1,3539,905,631
5915.1,3544,904,635
5920.1,3539,898,643
5925.1,3537,897,642
5930.1,3547,899,641
5935.1,3551,889,638
5940.1,3560,894,630
5945.1,3561,901,629
5950.1,3554,898,629
5955.1,3547,899,626
5960.1,3556,902,622
5965.1,3558,901,618
5970.1,3564,907,619
5975.1,3577,912,625
5980.1,3574,917,620
5985.1,3575,919,624
5990.1,3574,908,623
5995.1,3575,906,615
6000.1,3564,908,611
6005.1,3554,913,618
6010.1,3554,916,621
6015.1,3539,923,620
6020.1,3526,930,619
6025.1,3521,927,620
6030.1,3517,925,624
6035.1,3529,932,629
6040.1,3527,933,631
6045.1,3526,936,629
6050.1,3527,939,631
6055.1,3521,930,636
6060.1,3515,926,639
6065.1,3523,929,639
6070.1,3524,931,642
6075.1,3528,930,644
6080.1,3528,927,642
6085.1,3517,923,629
6090.1,3517,921,631
6095.1,3508,915,629
6100.1,3514,919,626
6105.1,3513,918,623
6110.1,3515,915,620
6115.1,3512,907,622
6120.1,3530,906,623
6125.1,3544,906,624
6130.1,3549,910,625
6135.1,3555,909,628
6140.1,3548,910,626
6145.1,3540,914,621
6150.1,3515,913,617
6155.1,3508,910,615
6160.1,3508,914,601
6165.1,3508,909,596
6170.1,3492,907,593
6175.1,3485,904,590
6180.1,3491,908,601
6185.1,3502,902,600
6190.1,3500,897,600
6195.1,3519,912,594
6200.1,3509,914,577
6205.1,3500,923,566
6210.1,3497,927,569
6215.1,3499,935,566
6220.1,3509,938,567
6225.1,3512,942,573
6230.1,3521,948,569
6235.1,3528,950,576
6240.1,3525,951,575
6245.1,3526,958,580
6250.1,3520,958,580
6255.1,3519,955,577
6260.1,3517,952,577
6265.1,3512,960,575
6270.1,3508,959,575
6275.1,3516,955,570
6280.1,3517,959,567
6285.1,3502,954,567
6290.1,3509,960,567
6295.1,3510,964,577
6300.1,3507,967,582
6305.1,3512,965,581
6310.1,3526,969,581
6315.1,3529,970,578
6320.1,3536,971,574
6325.1,3548,971,578
6330.1,3547,967,583
6335.1,3549,956,581
6340.1,3540,952,584
6345.1,3541,949,588
6350.1,3535,948,588
6355.1,3542,958,598
6360.1,3561,967,599
6365.1,3586,971,605
6370.1,3596,974,605
6375.1,3590,967,608
6380.1,3580,961,602
6385.1,3579,955,594
6390.1,3585,947,590
6395.1,3580,947,585
6400.1,3580,954,586
6405.1,3573,955,588
6410.1,3571,961,588
6415.1,3566,962,592
6420.1,3562,961,592
6425.1,3563,960,587
6430.1,3565,957,587
6435.1,3565,954,590
6440.1,3575,960,592
6445.1,3573,958,593
6450.1,3567,960,590
6455.1,3575,967,589
6460.1,3585,967,587
6465.1,3563,962,581
6470.1,3560,964,582
6475.1,3553,966,584
6480.1,3551,960,585
6485.1,3549,960,581
6490.1,3546,952,584
6495.1,3535,955,587
6500.1,3536,954,591
6505.1,3524,949,601
6510.1,3521,949,597
6515.1,3524,950,600
6520.1,3519,942,604
6525.1,3510,934,602
6530.1,3503,932,604
6535.1,3496,931,606
6540.1,3498,938,610
6545.1,3497,947,604
6550.1,3503,951,604
6555.1,3514,958,608
6560.1,3515,965,613
6565.1,3503,962,620
6570.1,3503,957,621
6575.1,3509,957,619
6580.1,3513,961,620
6585.1,3527,966,626
6590.1,3531,963,632
6595.1,3509,959,625
6600.1,3499,960,621
6605.1,3510,955,624
6610.1,3508,962,620
6615.1,3492,964,618
6620.1,3484,958,611
6625.1,3484,957,609
6630.1,3479,958,609
6635.1,3469,958,602
6640.1,3465,952,595
6645.1,3442,953,595
6650.1,3438,949,596
6655.1,3421,942,587
6660.1,3407,940,590
6665.1,3401,940,590
6670.1,3413,942,596
6675.1,3420,937,600
6680.1,3430,939,603
6685.1,3440,937,603
6690.1,3459,936,608
6695.1,3456,935,611
6700.1,3458,927,610
6705.1,3470,936,615
6710.1,3478,931,624
6715.1,3473,924,622
6720.1,3467,912,624
6725.1,3450,908,619
6730.1,3439,912,612
6735.1,3425,918,609
6740.1,3416,923,602
6745.1,3395,929,601
6750.1,3371,924,604
6755.1,3352,918,600
6760.1,3345,916,595
6765.1,3321,902,597
6770.1,3320,900,600
6775.1,3307,895,596
6780.1,3306,895,591
6785.1,3287,888,588
6790.1,3281,889,590
6795.1,3271,890,589
6800.1,3258,886,594
6805.1,3249,884,592
6810.1,3249,881,589
6815.1,3248,871,592
6820.1,3255,863,588
6825.1,3260,860,585
6830.1,3265,851,582
6835.1,3258,845,578
6840.1,3263,846,581
6845.1,3265,848,582
6850.1,3263,847,582
6855.1,3265,847,583
6860.1,3272,849,590
6865.1,3270,844,586
6870.1,3268,839,591
6875.1,3264,831,591
6880.1,3261,831,595
6885.1,3254,829,593
6890.1,3239,820,590
6895.1,3233,816,589
6900.1,3221,814,588
6905.1,3220,827,590
6910.1,3220,824,588
6915.1,3207,819,586
6920.1,3210,818,593
6925.1,3213,821,593
6930.1,3204,825,596
6935.1,3198,831,589
6940.1,3197,827,583
6945.1,3181,825,578
6950.1,3169,820,570
6955.1,3160,816,570
6960.1,3155,814,572
6965.1,3149,808,567
6970.1,3143,795,569
6975.1,3132,789,577
6980.1,3111,781,577
6985.1,3118,784,578
6990.1,3115,781,578
6995.1,3116,783,582
7000.1,3117,771,584
7005.1,3123,770,582
7010.1,3133,772,589
7015.1,3138,769,595
7020.1,3142,760,596
7025.1,3151,756,600
7030.1,3147,754,601
7035.1,3159,755,605
7040.1,3145,749,603
7045.1,3132,740,604
7050.1,3113,733,599
7055.1,3084,728,604
7060.1,3062,715,608
7065.1,3045,704,612
7070.1,3042,705,611
7075.1,3031,699,607
7080.1,3043,699,606
7085.1,3052,694,607
7090.1,3044,686,607
7095.1,3034,681,611
7100.1,3032,681,611
7105.1,3016,676,609
7110.1,3019,675,606
7115.1,3026,677,607
7120.1,3026,671,602
7125.1,3037,670,605
7130.1,3036,666,600
7135.1,3038,664,595
7140.1,3043,658,598
7145.1,3027,643,599
7150.1,3030,639,599
7155.1,3020,625,600
7160.1,3006,621,594
7165.1,2988,614,584
7170.1,2979,610,584
7175.1,2984,603,584
7180.1,2979,593,592
7185.1,2958,581,591
7190.1,2955,582,598
7195.1,2938,578,596
7200.1,2913,578,593
7205.1,2901,577,597
7210.1,2895,569,603
7215.1,2880,566,606
7220.1,2889,563,613
7225.1,2881,559,619
7230.1,2888,558,620
7235.1,2892,559,621
7240.1,2889,552,618
7245.1,2872,542,619
7250.1,2869,539,618
7255.1,2864,536,618
7260.1,2854,531,613
7265.1,2850,528,610
7270.1,2840,524,602
7275.1,2841,518,597
7280.1,2834,513,585
7285.1,2833,504,583
7290.1,2831,499,577
7295.1,2838,505,580
7300.1,2843,502,580
7305.1,2842,506,581
7310.1,2845,508,583
7315.1,2851,512,582
7320.1,2853,508,577
7325.1,2852,507,578
7330.1,2842,507,571
7335.1,2820,502,572
7340.1,2808,500,577
7345.1,2797,500,583
7350.1,2766,498,580
7355.1,2771,498,581
7360.1,2777,501,586
7365.1,2778,507,586
7370.1,2778,494,602
7375.1,2776,490,610
7380.1,2774,490,610
7385.1,2782,494,612
7390.1,2789,491,612
7395.1,2782,487,611
7400.1,2780,491,609
7405.1,2777,494,607
7410.1,2764,494,602
7415.1,2750,487,597
7420.1,2743,487,599
7425.1,2740,492,598
7430.1,2751,498,597
7435.1,2761,500,597
7440.1,2761,500,598
7445.1,2760,495,600
7450.1,2775,497,607
7455.1,2779,501,610
7460.1,2789,502,609
7465.1,2793,499,613
7470.1,2787,506,617
7475.1,2786,504,617
7480.1,2782,499,615
7485.1,2771,498,613
7490.1,2764,500,611
7495.1,2739,495,596
7500.1,2726,496,590
7505.1,2721,501,591
7510.1,2713,497,591
7515.1,2715,495,586
7520.1,2708,488,584
7525.1,2705,484,586
7530.1,2702,482,589
7535.1,2711,497,590
7540.1,2714,507,593
7545.1,2704,509,594
7550.1,2693,510,591
7555.1,2704,519,584
7560.1,2705,518,584
7565.1,2707,517,579
7570.1,2708,510,578
7575.1,2715,510,577
7580.1,2735,512,575
7585.1,2746,515,575
7590.1,2750,511,573
7595.1,2752,513,568
7600.1,2761,518,568
7605.1,2768,510,576
7610.1,2765,508,576
7615.1,2774,515,572
7620.1,2772,522,567
7625.1,2783,534,564
7630.1,2790,544,566
7635.1,2781,540,567
7640.1,2790,532,570
7645.1,2785,523,569
7650.1,2771,518,571
7655.1,2752,521,574
7660.1,2737,521,578
7665.1,2722,515,582
7670.1,2735,520,586
7675.1,2737,525,586
7680.1,2708,518,583
7685.1,2691,511,573
7690.1,2684,511,567
7695.1,2694,530,572
7700.1,2690,526,579
7705.1,2686,520,578
7710.1,2688,518,578
7715.1,2694,512,579
7720.1,2705,515,579
7725.1,2716,513,583
7730.1,2717,515,583
7735.1,2718,518,581
7740.1,2723,512,570
7745.1,2731,515,556
7750.1,2730,508,547
7755.1,2720,504,544
7760.1,2712,502,542
7765.1,2703,500,544
7770.1,2699,504,543
7775.1,2707,500,544
7780.1,2713,495,535
7785.1,2717,497,538
7790.1,2733,509,540
7795.1,2722,513,538
7800.1,2705,519,528
7805.1,2691,514,523
7810.1,2698,513,529
7815.1,2700,528,533
7820.1,2691,525,532
7825.1,2689,520,533
7830.1,2681,505,542
7835.1,2682,501,549
7840.1,2680,500,552
7845.1,2673,497,560
7850.1,2671,495,572
7855.1,2670,496,566
7860.1,2669,496,567
7865.1,2669,497,564
7870.1,2685,502,566
7875.1,2683,507,559
7880.1,2693,504,560
7885.1,2683,497,558
7890.1,2693,500,559
7895.1,2708,496,565
7900.1,2700,485,555
7905.1,2700,473,553
7910.1,2701,471,550
7915.1,2692,470,549
7920.1,2697,473,549
7925.1,2689,472,546
7930.1,2691,474,549
7935.1,2702,480,555
7940.1,2702,479,558
7945.1,2701,474,559
7950.1,2696,484,559
7955.1,2703,489,564
7960.1,2710,500,560
7965.1,2708,501,558
7970.1,2701,503,555
7975.1,2703,510,555
7980.1,2693,510,560
7985.1,2701,516,564
7990.1,2688,503,572
7995.1,2690,503,583
8000.1,2671,495,584
8005.1,2674,494,589
8010.1,2676,491,605
8015.1,2687,498,608
8020.1,2694,501,615
8025.1,2702,496,619
8030.1,2702,483,622
8035.1,2712,478,619
8040.1,2709,474,607
8045.1,2697,467,597
8050.1,2712,472,595
8055.1,2709,474,595
8060.1,2700,467,590
8065.1,2700,460,596
8070.1,2702,458,600
8075.1,2706,454,600
8080.1,2704,464,592
8085.1,2706,474,592
8090.1,2710,484,587
8095.1,2696,484,585
8100.1,2687,489,580
8105.1,2678,494,573
8110.1,2678,495,567
8115.1,2673,498,569
8120.1,2672,494,566
8125.1,2662,489,570
8130.1,2658,494,566
8135.1,2641,494,564
8140.1,2621,491,560
8145.1,2612,487,562
8150.1,2611,495,555
8155.1,2600,485,562
8160.1,2610,486,566
8165.1,2611,478,568
8170.1,2618,478,567
8175.1,2613,478,565
8180.1,2600,473,567
8185.1,2598,469,570
8190.1,2601,466,571
8195.1,2597,466,570
8200.1,2606,465,568
8205.1,2610,462,563
8210.1,2619,465,561
8215.1,2619,455,554
8220.1,2631,456,549
8225.1,2639,462,550
8230.1,2644,471,547
8235.1,2652,472,548
8240.1,2646,475,547
8245.1,2646,483,543
8250.1,2630,478,540
8255.1,2632,464,538
8260.1,2641,456,543
8265.1,2641,453,541
8270.1,2658,459,544
8275.1,2671,469,546
8280.1,2669,476,552
8285.1,2660,473,553
8290.1,2648,480,553
8295.1,2640,482,558
8300.1,2633,482,563
8305.1,2642,476,570
8310.1,2641,474,570
8315.1,2641,470,568
8320.1,2644,475,570
8325.1,2638,467,580
8330.1,2627,465,581
8335.1,2633,460,583
8340.1,2638,458,579
8345.1,2631,458,579
8350.1,2629,466,571
8355.1,2634,471,563
8360.1,2646,483,560
8365.1,2656,485,562
8370.1,2659,480,560
8375.1,2656,477,550
8380.1,2661,472,552
8385.1,2655,461,551
8390.1,2649,458,549
8395.1,2639,455,550
8400.1,2638,460,554
8405.1,2630,460,559
8410.1,2645,476,566
8415.1,2641,476,568
8420.1,2644,488,566
8425.1,2648,491,564
8430.1,2641,487,569
8435.1,2637,486,567
8440.1,2627,491,574
8445.1,2621,488,583
8450.1,2631,496,590
8455.1,2623,487,595
8460.1,2613,482,587
8465.1,2611,473,583
8470.1,2612,467,584
8475.1,2628,469,587
8480.1,2631,472,592
8485.1,2627,467,591
8490.1,2624,464,591
8495.1,2620,468,585
8500.1,2637,469,588
8505.1,2659,474,589
8510.1,2662,469,594
8515.1,2655,478,581
8520.1,2659,483,584
8525.1,2651,485,582
8530.1,2655,489,585
8535.1,2653,488,587
8540.1,2656,495,581
8545.1,2658,491,576
8550.1,2649,494,579
8555.1,2662,494,581
8560.1,2669,504,581
8565.1,2677,513,586
8570.1,2688,515,587
8575.1,2682,516,589
8580.1,2677,519,585
8585.1,2676,518,587
8590.1,2675,517,586
8595.1,2663,512,581
8600.1,2653,514,570
8605.1,2639,512,567
8610.1,2623,501,563
8615.1,2629,499,557
8620.1,2634,499,556
8625.1,2634,495,556
8630.1,2637,494,557
8635.1,2647,494,560
8640.1,2649,489,559
8645.1,2650,493,556
8650.1,2645,484,566
8655.1,2643,484,564
8660.1,2645,476,567
8665.1,2642,471,567
8670.1,2653,471,568
8675.1,2658,469,567
8680.1,2659,463,568
8685.1,2652,459,570
8690.1,2663,464,580
8695.1,2665,466,585
8700.1,2666,467,588
8705.1,2665,470,587
8710.1,2677,479,588
8715.1,2667,478,577
8720.1,2656,477,578
8725.1,2650,475,575
8730.1,2651,476,569
8735.1,2643,469,564
8740.1,2624,463,556
8745.1,2610,461,556
8750.1,2596,456,552
8755.1,2594,455,545
8760.1,2607,459,552
8765.1,2610,462,555
8770.1,2617,463,559
8775.1,2620,460,561
8780.1,2621,453,563
8785.1,2621,445,569
8790.1,2639,448,573
8795.1,2644,453,572
8800.1,2648,447,574
8805.1,2650,438,578
8810.1,2650,443,577
8815.1,2634,440,575
8820.1,2629,438,571
8825.1,2630,437,570
8830.1,2614,438,570
8835.1,2590,434,569
8840.1,2589,441,571
8845.1,2604,451,566
8850.1,2605,460,569
8855.1,2615,469,575
8860.1,2622,474,581
8865.1,2613,471,577
8870.1,2604,475,577
8875.1,2601,473,578
8880.1,2605,477,578
8885.1,2597,483,567
8890.1,2582,477,567
8895.1,2575,471,564
8900.1,2573,466,561
8905.1,2566,458,556
8910.1,2553,445,550
8915.1,2551,434,538
8920.1,2553,428,537
8925.1,2568,432,537
8930.1,2577,434,539
8935.1,2586,436,536
8940.1,2589,437,541
8945.1,2598,430,549
8950.1,2602,428,559
8955.1,2607,427,564
8960.1,2609,427,565
8965.1,2607,426,565
8970.1,2611,434,564
8975.1,2612,434,565
8980.1,2618,431,568
8985.1,2624,432,569
8990.1,2629,434,575
8995.1,2629,432,580
