link,bin,seg,lane,rows,stopped,mean_speed,nveh
66,1950,1100,2,15,0,42.780003,9
66,1950,1100,3,13,0,39.523075,7
66,1950,1100,4,17,0,41.54706,10
66,1950,1200,1,16,0,40.51,9
66,1950,1200,2,18,0,42.02,12
66,1950,1200,3,15,0,39.187332,8
66,1950,1200,4,17,0,40.96294,10
66,1950,1300,1,14,0,41.357857,9
66,1950,1300,2,23,0,42.020435,12
66,1950,1300,3,14,0,39.815002,8
66,1950,1300,4,21,0,42.942856,12
66,1950,1400,1,16,0,41.1925,8
66,1950,1400,2,17,0,41.809414,11
66,1950,1400,3,13,0,37.126156,7
66,1950,1400,4,17,0,42.361767,12
66,1950,1500,1,15,0,39.343998,8
66,1950,1500,2,21,0,41.420002,12
66,1950,1500,3,9,0,38.76,5
66,1950,1500,4,22,0,42.471817,13
66,1950,1600,1,11,0,41.02909,8
66,1950,1600,2,20,0,42.124,13
66,1950,1600,3,7,0,38.78143,6
66,1950,1600,4,28,0,42.36607,16
66,1950,1700,1,8,0,39.31375,5
66,1950,1700,2,8,0,43.135002,6
66,1950,1700,3,6,0,42.046665,5
66,1950,1700,4,77,28,22.985844,27
66,1950,1800,1,9,0,37.526665,4
66,1950,1800,2,5,0,41.274,3
66,1950,1800,3,5,0,38.314003,3
66,1950,1800,4,295,243,4.210983,30
66,1950,1900,1,8,0,38.5225,4
66,1950,1900,2,4,0,43.197502,3
66,1950,1900,3,4,0,18.4725,1
66,1950,1900,4,398,357,2.476005,29
66,1950,2000,1,6,0,35.428333,3
66,1950,2000,2,3,0,40.66,2
66,1950,2000,3,3,0,17.316668,1
66,1950,2000,4,370,337,2.0138378,26
66,1950,2100,1,8,0,35.93625,5
66,1950,2100,2,4,0,42.8175,2
66,1950,2100,4,358,320,2.4665084,20
66,1950,2200,1,10,0,37.214,5
66,1950,2200,2,3,0,40.74667,2
66,1950,2200,4,374,336,2.2414439,19
66,1950,2300,1,10,0,37.873,5
66,1950,2300,2,2,0,43.67,2
66,1950,2300,4,381,340,2.3560104,28
66,1950,2400,1,7,0,37.912853,5
66,1950,2400,2,3,0,41.556667,2
66,1950,2400,4,385,348,2.2971947,28
66,1950,2500,1,5,0,43.974,3
66,1950,2500,2,4,0,41.345,2
66,1950,2500,3,1,0,44.67,1
66,1950,2500,4,404,361,2.3810148,29
66,1950,2600,1,2,0,43.1,2
66,1950,2600,2,14,11,6.3642855,3
66,1950,2600,3,19,16,3.7821052,3
66,1950,2600,4,262,238,2.080687,23
66,2100,0,1,16,0,40.420624,9
66,2100,0,2,12,0,40.976665,8
66,2100,0,3,15,0,43.52,9
66,2100,0,4,11,0,44.44182,7
66,2100,100,1,15,0,42.05733,9
66,2100,100,2,15,0,39.634666,8
66,2100,100,3,15,0,41.738,9
66,2100,100,4,13,0,42.52769,8
66,2100,200,1,13,0,41.166924,8
66,2100,200,2,10,0,39.746,7
66,2100,200,3,13,0,42.587692,9
66,2100,200,4,13,0,43.361538,8
66,2100,300,1,15,0,41.584,9
66,2100,300,2,12,0,39.974167,7
66,2100,300,3,15,0,42.498665,8
66,2100,300,4,11,0,42.632725,7
66,2100,400,1,14,0,41.909283,9
66,2100,400,2,14,0,40.69286,8
66,2100,400,3,14,0,43.17643,8
66,2100,400,4,15,0,42.454666,9
66,2100,500,1,14,0,41.56,9
66,2100,500,2,14,0,40.860714,8
66,2100,500,3,16,0,41.174377,9
66,2100,500,4,13,0,40.422306,8
66,2100,600,1,17,0,43.094116,10
66,2100,600,2,13,0,39.746925,8
66,2100,600,3,15,0,41.759335,10
66,2100,600,4,14,0,41.157143,8
66,2100,700,1,16,0,43.32125,10
66,2100,700,2,13,0,40.727695,8
66,2100,700,3,18,0,40.771667,10
66,2100,700,4,13,0,41.828465,7
66,2100,800,1,14,0,42.514286,9
66,2100,800,2,14,0,40.68214,8
66,2100,800,3,19,0,41.375263,11
66,2100,800,4,12,0,39.341667,8
66,2100,900,1,19,0,42.276318,10
66,2100,900,2,13,0,42.517693,9
66,2100,900,3,19,0,41.152634,11
66,2100,900,4,14,0,41.252144,8
66,2100,1000,1,16,0,42.169376,10
66,2100,1000,2,17,0,41.25294,9
66,2100,1000,3,16,0,41.74375,9
66,2100,1000,4,16,0,41.221874,9
66,2100,1100,1,15,0,42.708668,10
66,2100,1100,2,14,0,42.692142,9
66,2100,1100,3,15,0,41.429333,10
66,2100,1100,4,12,0,40.424168,8
66,2100,1200,1,16,0,43.0825,10
66,2100,1200,2,17,0,41.736473,9
66,2100,1200,3,16,0,42.259377,9
66,2100,1200,4,14,0,40.790714,7
66,2100,1300,1,16,0,42.825,9
66,2100,1300,2,13,0,42.420773,8
66,2100,1300,3,14,0,40.66286,8
66,2100,1300,4,13,0,39.996925,9
66,2100,1400,1,17,0,43.29,10
66,2100,1400,2,16,0,42.33125,10
66,2100,1400,3,14,0,41.40643,10
66,2100,1400,4,14,0,40.299286,8
66,2100,1500,1,14,0,42.575,9
66,2100,1500,2,17,0,42.49882,10
66,2100,1500,3,18,0,41.686665,11
66,2100,1500,4,12,0,39.6475,7
66,2100,1600,1,16,0,43.16375,10
66,2100,1600,2,17,0,42.06353,13
66,2100,1600,3,18,0,39.606113,14
66,2100,1600,4,17,0,39.05588,12
66,2100,1700,1,6,0,43.2,5
66,2100,1700,2,7,0,42.084286,6
66,2100,1700,3,26,0,36.90577,15
66,2100,1700,4,165,128,5.8449087,17
66,2100,1800,1,8,0,44.09,5
66,2100,1800,2,4,0,41.8825,2
66,2100,1800,3,35,0,20.684,13
66,2100,1800,4,415,384,1.7499759,25
66,2100,1900,1,8,0,44.965,5
66,2100,1900,2,5,0,41.288002,3
66,2100,1900,3,37,0,19.37081,11
66,2100,1900,4,428,390,2.038318,28
66,2100,2000,1,10,0,43.473,6
66,2100,2000,2,6,0,42.686665,4
66,2100,2000,3,22,0,21.981363,8
66,2100,2000,4,399,364,1.9663911,28
66,2100,2100,1,9,0,43.47111,6
66,2100,2100,2,7,0,41.795715,4
66,2100,2100,3,21,0,17.878572,5
66,2100,2100,4,350,311,2.5227716,20
66,2100,2200,1,11,0,43.847275,6
66,2100,2200,2,7,0,42.53857,4
66,2100,2200,3,15,0,24.344666,5
66,2100,2200,4,356,318,2.3222191,19
66,2100,2300,1,11,0,43.563637,6
66,2100,2300,2,9,0,41.81111,5
66,2100,2300,3,13,0,21.808462,4
66,2100,2300,4,396,356,1.9526515,26
66,2100,2400,1,10,0,41.642002,8
66,2100,2400,2,6,0,41.668335,4
66,2100,2400,3,11,0,17.89091,4
66,2100,2400,4,409,371,1.9538631,27
66,2100,2500,1,14,0,39.96714,8
66,2100,2500,2,6,0,41.83,3
66,2100,2500,3,3,0,30.323334,1
66,2100,2500,4,379,342,2.0740106,26
66,2100,2600,1,4,0,38.02,4
66,2100,2600,2,26,24,1.9523076,3
66,2100,2600,3,13,9,5.977692,2
66,2100,2600,4,267,247,2.2752059,22
66,2250,0,1,13,0,39.826923,9
66,2250,0,2,15,0,42.794666,9
66,2250,0,3,17,0,42.79647,10
66,2250,0,4,15,0,44.191334,10
66,2250,100,1,18,0,38.855556,9
66,2250,100,2,20,0,41.622,11
66,2250,100,3,18,0,41.984444,10
66,2250,100,4,17,0,42.241764,10
66,2250,200,1,17,0,39.018234,9
66,2250,200,2,20,0,41.892998,13
66,2250,200,3,19,0,42.668423,11
66,2250,200,4,18,0,42.594444,10
66,2250,300,1,16,0,38.485626,9
66,2250,300,2,20,0,41.455498,12
66,2250,300,3,16,0,41.33,11
66,2250,300,4,14,0,43.82857,10
66,2250,400,1,16,0,38.175,8
66,2250,400,2,18,0,42.68722,11
66,2250,400,3,17,0,42.288822,11
66,2250,400,4,18,0,43.97,10
66,2250,500,1,16,0,37.5025,9
66,2250,500,2,17,0,42.21588,11
66,2250,500,3,19,0,42.01053,10
66,2250,500,4,16,0,42.443127,10
66,2250,600,1,14,0,36.204285,8
66,2250,600,2,19,0,41.59579,11
66,2250,600,3,18,0,41.411114,10
66,2250,600,4,14,0,42.22,9
66,2250,700,1,16,0,35.591248,8
66,2250,700,2,19,0,42.311577,12
66,2250,700,3,15,0,42.98467,10
66,2250,700,4,19,0,43.85737,10
66,2250,800,1,14,0,35.729286,7
66,2250,800,2,21,0,41.983334,12
66,2250,800,3,18,0,40.995003,10
66,2250,800,4,15,0,42.552,10
66,2250,900,1,13,0,35.67154,7
66,2250,900,2,22,0,41.61909,13
66,2250,900,3,18,0,42.810555,11
66,2250,900,4,17,0,42.867645,10
66,2250,1000,1,14,0,36.310715,8
66,2250,1000,2,24,0,40.62625,13
66,2250,1000,3,18,0,41.105,11
66,2250,1000,4,17,0,43.255882,10
66,2250,1100,1,14,0,37.96,7
66,2250,1100,2,20,0,40.414,11
66,2250,1100,3,16,0,42.405624,10
66,2250,1100,4,15,0,42.43,10
66,2250,1200,1,13,0,37.807693,7
66,2250,1200,2,19,0,39.31526,11
66,2250,1200,3,20,0,41.6265,11
66,2250,1200,4,18,0,42.45333,10
66,2250,1300,1,13,0,38.73923,7
66,2250,1300,2,15,0,39.50733,9
66,2250,1300,3,16,0,42.105625,11
66,2250,1300,4,13,0,42.85308,9
66,2250,1400,1,10,0,39.96,6
66,2250,1400,2,14,0,40.415714,8
66,2250,1400,3,17,0,42.354706,10
66,2250,1400,4,15,0,42.910667,8
66,2250,1500,1,10,0,40.14,7
66,2250,1500,2,16,0,39.31875,9
66,2250,1500,3,17,0,41.607647,10
66,2250,1500,4,16,0,42.39,8
66,2250,1600,1,13,0,41.46385,7
66,2250,1600,2,11,0,41.71182,9
66,2250,1600,3,19,0,40.93579,15
66,2250,1600,4,13,2,35.714615,11
66,2250,1700,1,4,0,43.31,3
66,2250,1700,2,7,0,39.858574,5
66,2250,1700,3,37,0,30.506756,19
66,2250,1700,4,304,274,1.8307894,18
66,2250,1800,1,6,0,43.684998,3
66,2250,1800,2,9,0,42.123337,6
66,2250,1800,3,59,0,15.201526,16
66,2250,1800,4,406,375,1.3263054,24
66,2250,1900,1,4,0,43.6075,3
66,2250,1900,2,7,0,43.49286,5
66,2250,1900,3,49,0,17.954695,14
66,2250,1900,4,417,380,1.6639088,26
66,2250,2000,1,3,0,44.243332,2
66,2250,2000,2,8,0,41.8625,4
66,2250,2000,3,42,0,18.065714,13
66,2250,2000,4,438,400,1.7249316,27
66,2250,2100,1,2,0,43.22,1
66,2250,2100,2,5,0,41.946,4
66,2250,2100,3,46,0,18.236303,11
66,2250,2100,4,401,360,2.2881048,18
66,2250,2200,1,1,0,46.63,1
66,2250,2200,2,8,0,42.38,4
66,2250,2200,3,40,0,19.23725,12
66,2250,2200,4,347,319,1.9004323,22
66,2250,2300,2,7,0,42.542854,4
66,2250,2300,3,35,0,16.79,10
66,2250,2300,4,390,357,1.695359,23
66,2250,2400,2,8,0,42.305,6
66,2250,2400,3,29,0,16.009655,9
66,2250,2400,4,410,368,1.8260243,25
66,2250,2500,2,10,0,42.71,6
66,2250,2500,3,23,0,18.626955,6
66,2250,2500,4,385,347,1.8922858,25
66,2250,2600,1,3,1,15.596667,2
66,2250,2600,2,46,39,4.8973913,8
66,2250,2600,3,37,26,4.7272973,5
66,2250,2600,4,269,247,1.90171,23
66,2400,0,1,14,0,40.454285,8
66,2400,0,2,13,0,40.954613,8
66,2400,0,3,13,0,43.652306,9
66,2400,0,4,9,0,40.767776,5
66,2400,100,1,14,0,40.352142,8
66,2400,100,2,12,0,39.6525,7
66,2400,100,3,15,0,42.61067,8
66,2400,100,4,8,0,40.74875,5
66,2400,200,1,14,0,41.412144,8
66,2400,200,2,14,0,40.90214,8
66,2400,200,3,15,0,42.67733,9
66,2400,200,4,9,0,40.90778,6
66,2400,300,1,13,0,40.693848,9
66,2400,300,2,15,0,40.058,9
66,2400,300,3,12,0,43.5275,9
66,2400,300,4,12,0,40.165,6
66,2400,400,1,18,0,41.12278,9
66,2400,400,2,14,0,39.518574,8
66,2400,400,3,17,0,42.769413,9
66,2400,400,4,13,0,40.606155,7
66,2400,500,1,17,0,41.907646,9
66,2400,500,2,17,0,40.297646,9
66,2400,500,3,15,0,42.79933,9
66,2400,500,4,11,0,40.69727,7
66,2400,600,1,14,0,41.66643,10
66,2400,600,2,17,0,39.679413,10
66,2400,600,3,17,0,42.30588,10
66,2400,600,4,14,0,40.829285,8
66,2400,700,1,19,0,42.312634,11
66,2400,700,2,16,0,40.059376,9
66,2400,700,3,16,0,42.955,10
66,2400,700,4,13,0,41.26846,8
66,2400,800,1,16,0,40.674374,10
66,2400,800,2,12,0,39.300835,8
66,2400,800,3,17,0,43.031765,11
66,2400,800,4,14,0,41.215,7
66,2400,900,1,17,0,41.39118,10
66,2400,900,2,14,0,40.227856,7
66,2400,900,3,20,0,42.6355,10
66,2400,900,4,11,0,40.80909,7
66,2400,1000,1,18,0,42.066666,10
66,2400,1000,2,12,0,38.8675,7
66,2400,1000,3,17,0,42.671177,11
66,2400,1000,4,13,0,41.13923,8
66,2400,1100,1,15,0,40.823997,9
66,2400,1100,2,16,0,40.161877,9
66,2400,1100,3,18,0,42.608334,12
66,2400,1100,4,14,0,41.52929,7
66,2400,1200,1,15,0,41.43467,10
66,2400,1200,2,14,0,40.629284,9
66,2400,1200,3,20,0,42.809,12
66,2400,1200,4,13,0,41.11077,8
66,2400,1300,1,20,0,39.773003,11
66,2400,1300,2,19,0,41.553158,10
66,2400,1300,3,23,0,42.33739,14
66,2400,1300,4,12,0,40.360836,8
66,2400,1400,1,16,0,39.15125,10
66,2400,1400,2,16,0,41.86,10
66,2400,1400,3,22,0,42.491364,13
66,2400,1400,4,15,0,43.243336,8
66,2400,1500,1,20,0,39.181,10
66,2400,1500,2,18,0,41.53889,11
66,2400,1500,3,17,0,41.89,11
66,2400,1500,4,13,0,42.815384,8
66,2400,1600,1,23,0,38.899567,16
66,2400,1600,2,17,0,41.8,14
66,2400,1600,3,19,0,40.687897,13
66,2400,1600,4,52,35,12.699999,10
66,2400,1700,1,17,0,38.333527,10
66,2400,1700,2,5,0,40.536,5
66,2400,1700,3,56,0,20.547321,19
66,2400,1700,4,410,380,1.5305853,21
66,2400,1800,1,15,0,38.621334,9
66,2400,1800,2,3,0,28.733332,1
66,2400,1800,3,77,0,16.592857,21
66,2400,1800,4,405,379,1.3182223,23
66,2400,1900,1,19,0,36.856316,9
66,2400,1900,2,1,0,40.91,1
66,2400,1900,3,69,0,17.088116,20
66,2400,1900,4,408,380,1.6385294,25
66,2400,2000,1,17,0,36.74059,8
66,2400,2000,2,2,0,44.895,1
66,2400,2000,3,53,0,18.548868,15
66,2400,2000,4,418,386,1.7091388,27
66,2400,2100,1,15,0,35.771336,8
66,2400,2100,2,1,0,41.79,1
66,2400,2100,3,60,0,15.363333,13
66,2400,2100,4,476,448,1.3358403,18
66,2400,2200,1,15,0,35.037334,8
66,2400,2200,2,2,0,44.9,1
66,2400,2200,3,52,0,16.695576,15
66,2400,2200,4,390,364,1.327923,22
66,2400,2300,1,17,0,36.298237,8
66,2400,2300,2,2,0,44.895,1
66,2400,2300,3,45,0,17.986,14
66,2400,2300,4,385,362,1.2786493,22
66,2400,2400,1,16,0,36.7275,8
66,2400,2400,2,1,0,42.68,1
66,2400,2400,3,55,0,14.389454,14
66,2400,2400,4,371,343,1.3973315,23
66,2400,2500,1,15,0,36.405334,8
66,2400,2500,2,2,0,44.9,1
66,2400,2500,3,35,0,17.859715,11
66,2400,2500,4,442,410,1.580249,26
66,2400,2600,1,30,24,6.5226665,6
66,2400,2600,2,37,36,1.2056756,4
66,2400,2600,3,126,115,1.8030158,9
66,2400,2600,4,247,227,1.8015789,20
66,2550,0,1,11,0,43.397274,7
66,2550,0,2,13,0,41.071537,7
66,2550,0,3,12,0,41.8825,7
66,2550,0,4,7,0,44.915714,6
66,2550,100,1,12,0,42.38,7
66,2550,100,2,13,0,41.17538,8
66,2550,100,3,12,0,40.686665,7
66,2550,100,4,11,0,43.446365,6
66,2550,200,1,11,0,41.283634,7
66,2550,200,2,13,0,41.02077,7
66,2550,200,3,9,0,40.57222,7
66,2550,200,4,9,0,43.14778,6
66,2550,300,1,10,0,42.961002,7
66,2550,300,2,14,0,40.120716,8
66,2550,300,3,13,0,42.35154,7
66,2550,300,4,10,0,43.797,6
66,2550,400,1,14,0,41.242146,7
66,2550,400,2,13,0,41.164616,8
66,2550,400,3,14,0,40.96,7
66,2550,400,4,9,0,43.94667,6
66,2550,500,1,11,0,42.075455,7
66,2550,500,2,12,0,40.424168,8
66,2550,500,3,12,0,40.580833,8
66,2550,500,4,8,0,42.46125,5
66,2550,600,1,11,0,41.649998,6
66,2550,600,2,13,0,40.77077,7
66,2550,600,3,12,0,41.1025,7
66,2550,600,4,8,0,43.638752,5
66,2550,700,1,13,0,41.13692,7
66,2550,700,2,15,0,41.289333,8
66,2550,700,3,11,0,42.83091,6
66,2550,700,4,8,0,42.64125,6
66,2550,800,1,9,0,42.97222,7
66,2550,800,2,11,0,40.072727,7
66,2550,800,3,11,0,42.563637,7
66,2550,800,4,10,0,42.28,5
66,2550,900,1,12,0,41.725834,7
66,2550,900,2,15,0,41.47667,8
66,2550,900,3,11,0,42.392727,7
66,2550,900,4,9,0,43.163334,5
66,2550,1000,1,15,0,40.65867,8
66,2550,1000,2,14,0,40.515713,8
66,2550,1000,3,11,0,42.775455,7
66,2550,1000,4,6,0,43.39,5
66,2550,1100,1,10,0,40.247,6
66,2550,1100,2,13,0,40.263847,8
66,2550,1100,3,11,0,43.05182,6
66,2550,1100,4,9,0,42.89,5
66,2550,1200,1,11,0,39.42818,6
66,2550,1200,2,14,0,38.747143,8
66,2550,1200,3,9,0,41.968887,6
66,2550,1200,4,8,0,42.791252,5
66,2550,1300,1,11,0,41.23091,6
66,2550,1300,2,15,0,40.432667,9
66,2550,1300,3,10,0,42.191,6
66,2550,1300,4,9,0,43.101112,6
66,2550,1400,1,12,0,39.71583,7
66,2550,1400,2,13,0,39.614616,7
66,2550,1400,3,13,0,43.155388,8
66,2550,1400,4,14,0,40.859283,7
66,2550,1500,1,13,0,39.482307,7
66,2550,1500,2,12,0,39.68,7
66,2550,1500,3,14,0,41.637142,9
66,2550,1500,4,11,0,41.57182,7
66,2550,1600,1,12,0,40.1725,8
66,2550,1600,2,12,0,39.720833,9
66,2550,1600,3,17,0,41.131176,11
66,2550,1600,4,10,0,41.361,6
66,2550,1700,1,7,0,38.075714,4
66,2550,1700,2,8,0,38.97625,8
66,2550,1700,3,48,0,21.695,19
66,2550,1700,4,435,414,0.8551954,21
66,2550,1800,1,10,0,38.679,6
66,2550,1800,2,9,0,40.254444,5
66,2550,1800,3,67,0,14.391045,17
66,2550,1800,4,426,408,0.6192254,19
66,2550,1900,1,13,0,38.115383,7
66,2550,1900,2,8,0,39.91875,4
66,2550,1900,3,66,0,15.005152,17
66,2550,1900,4,423,404,0.7286288,20
66,2550,2000,1,13,0,39.646927,8
66,2550,2000,2,6,0,40.156666,4
66,2550,2000,3,67,0,16.622238,17
66,2550,2000,4,451,430,0.8265632,22
66,2550,2100,1,16,0,38.92625,9
66,2550,2100,2,8,0,40.37125,4
66,2550,2100,3,60,0,16.014334,13
66,2550,2100,4,485,460,1.015134,18
66,2550,2200,1,18,0,40.479446,10
66,2550,2200,2,7,0,40.33857,4
66,2550,2200,3,50,0,15.716999,13
66,2550,2200,4,426,395,1.3694836,24
66,2550,2300,1,16,0,39.513126,10
66,2550,2300,2,7,0,39.995716,4
66,2550,2300,3,52,0,17.521152,14
66,2550,2300,4,364,334,1.6711264,23
66,2550,2400,1,15,0,42.724667,8
66,2550,2400,2,7,0,40.62857,4
66,2550,2400,3,48,0,16.592916,14
66,2550,2400,4,374,339,2.040722,23
66,2550,2500,1,12,0,42.948334,8
66,2550,2500,2,7,0,40.230003,4
66,2550,2500,3,142,95,6.115352,15
66,2550,2500,4,378,344,1.989471,28
66,2550,2600,1,28,21,9.0660715,8
66,2550,2600,2,38,32,4.096316,5
66,2550,2600,3,199,189,0.5173869,10
66,2550,2600,4,283,261,1.9633923,24
66,2700,0,1,16,0,41.98125,8
66,2700,0,2,15,0,41.199333,9
66,2700,0,3,15,0,43.474,9
66,2700,0,4,18,0,43.441666,10
66,2700,100,1,16,0,40.336876,9
66,2700,100,2,16,0,40.821877,9
66,2700,100,3,14,0,41.959286,10
66,2700,100,4,13,0,42.489998,10
66,2700,200,1,12,0,41.633335,8
66,2700,200,2,16,0,41.551876,9
66,2700,200,3,14,0,42.731426,9
66,2700,200,4,18,0,42.955555,10
66,2700,300,1,12,0,40.960835,8
66,2700,300,2,15,0,41.112,8
66,2700,300,3,12,0,42.81583,7
66,2700,300,4,13,0,42.107693,8
66,2700,400,1,13,0,41.726925,7
66,2700,400,2,13,0,41.543846,8
66,2700,400,3,12,0,42.468334,7
66,2700,400,4,13,0,43.27077,9
66,2700,500,1,10,0,41.15,7
66,2700,500,2,13,0,42.68923,8
66,2700,500,3,10,0,43.452,6
66,2700,500,4,13,0,42.892307,8
66,2700,600,1,12,0,42.756668,7
66,2700,600,2,15,0,43.685997,8
66,2700,600,3,11,0,41.48727,7
66,2700,600,4,14,0,43.142857,8
66,2700,700,1,12,0,42.890835,7
66,2700,700,2,14,0,42.155712,9
66,2700,700,3,15,0,41.491333,8
66,2700,700,4,12,0,43.524998,7
66,2700,800,1,11,0,42.780003,7
66,2700,800,2,11,0,42.804546,8
66,2700,800,3,13,0,41.363075,7
66,2700,800,4,11,0,44.085453,7
66,2700,900,1,11,0,42.36091,7
66,2700,900,2,16,0,43.063126,8
66,2700,900,3,12,0,40.756664,7
66,2700,900,4,12,0,43.551666,7
66,2700,1000,1,11,0,43.19,7
66,2700,1000,2,12,0,41.98833,9
66,2700,1000,3,9,0,40.31111,6
66,2700,1000,4,12,0,44.23833,8
66,2700,1100,1,12,0,42.36,8
66,2700,1100,2,15,0,41.837334,9
66,2700,1100,3,12,0,40.020832,7
66,2700,1100,4,12,0,43.522503,7
66,2700,1200,1,13,0,42.588463,7
66,2700,1200,2,12,0,42.585835,7
66,2700,1200,3,14,0,39.71357,7
66,2700,1200,4,11,0,43.89,7
66,2700,1300,1,13,0,42.02,7
66,2700,1300,2,14,0,41.107857,9
66,2700,1300,3,10,0,40.438,5
66,2700,1300,4,11,0,43.199093,7
66,2700,1400,1,8,0,42.65625,6
66,2700,1400,2,13,0,40.994614,8
66,2700,1400,3,7,0,40.172855,5
66,2700,1400,4,12,0,42.876667,7
66,2700,1500,1,12,0,42.170002,6
66,2700,1500,2,15,0,41.277332,8
66,2700,1500,3,12,0,41.121666,6
66,2700,1500,4,11,0,43.502728,7
66,2700,1600,1,11,0,41.22,9
66,2700,1600,2,12,0,40.995,10
66,2700,1600,3,14,0,37.86786,9
66,2700,1600,4,33,20,12.770303,7
66,2700,1700,1,4,0,43.5175,3
66,2700,1700,2,6,0,42.34667,6
66,2700,1700,3,49,0,21.680817,19
66,2700,1700,4,483,454,1.0057349,21
66,2700,1800,1,3,0,41.54,2
66,2700,1800,2,5,0,43.168,3
66,2700,1800,3,73,0,15.831506,20
66,2700,1800,4,431,406,1.0470533,22
66,2700,1900,1,3,0,41.19,2
66,2700,1900,2,3,0,42.49,2
66,2700,1900,3,74,0,15.246487,19
66,2700,1900,4,405,378,1.1915308,20
66,2700,2000,1,4,0,42.725,2
66,2700,2000,2,1,0,43.1,1
66,2700,2000,3,69,0,16.45145,18
66,2700,2000,4,458,429,1.2336463,24
66,2700,2100,1,3,0,41.039997,2
66,2700,2100,2,2,0,40.975,1
66,2700,2100,3,57,0,16.024738,15
66,2700,2100,4,434,406,1.218318,16
66,2700,2200,1,4,0,40.8425,2
66,2700,2200,2,1,0,42.25,1
66,2700,2200,3,52,0,16.037115,12
66,2700,2200,4,474,447,0.9454431,24
66,2700,2300,1,5,0,38.908,4
66,2700,2300,3,43,0,17.027441,12
66,2700,2300,4,426,399,1.1072301,21
66,2700,2400,1,6,0,34.728333,4
66,2700,2400,3,53,0,14.921321,12
66,2700,2400,4,366,340,1.3603278,21
66,2700,2500,1,7,0,34.451427,3
66,2700,2500,3,238,194,2.5471847,17
66,2700,2500,4,416,374,1.4039904,22
66,2700,2600,1,16,12,7.45625,5
66,2700,2600,2,19,18,0.93210524,3
66,2700,2600,3,216,196,1.062824,14
66,2700,2600,4,220,199,1.8626363,19
66,2850,0,1,12,0,41.39,8
66,2850,0,2,11,0,43.31273,8
66,2850,0,3,11,0,44.066364,8
66,2850,0,4,13,0,40.666153,8
66,2850,100,1,15,0,39.254,7
66,2850,100,2,13,0,41.635384,7
66,2850,100,3,12,0,41.7225,8
66,2850,100,4,14,0,41.600716,7
66,2850,200,1,16,0,41.269375,9
66,2850,200,2,13,0,40.485386,8
66,2850,200,3,13,0,42.99846,8
66,2850,200,4,11,0,42.197273,8
66,2850,300,1,15,0,40.360664,10
66,2850,300,2,14,0,39.054287,8
66,2850,300,3,18,0,41.855556,9
66,2850,300,4,14,0,41.96143,8
66,2850,400,1,16,0,40.18625,9
66,2850,400,2,15,0,40.712666,8
66,2850,400,3,13,0,43.11846,9
66,2850,400,4,16,0,42.26625,9
66,2850,500,1,18,0,39.846664,10
66,2850,500,2,16,0,39.001877,9
66,2850,500,3,15,0,41.916668,9
66,2850,500,4,17,0,42.294117,9
66,2850,600,1,17,0,39.03,10
66,2850,600,2,16,0,37.4075,8
66,2850,600,3,16,0,42.2375,9
66,2850,600,4,12,0,42.495,10
66,2850,700,1,16,0,38.725624,9
66,2850,700,2,12,0,38.283333,8
66,2850,700,3,14,0,42.359997,8
66,2850,700,4,15,0,42.250668,9
66,2850,800,1,17,0,38.908234,9
66,2850,800,2,13,0,38.66308,7
66,2850,800,3,16,0,42.74125,10
66,2850,800,4,18,0,42.281113,10
66,2850,900,1,15,0,38.98733,8
66,2850,900,2,14,0,37.798573,7
66,2850,900,3,16,0,42.56625,9
66,2850,900,4,16,0,41.7075,9
66,2850,1000,1,10,0,38.095,7
66,2850,1000,2,14,0,37.605003,8
66,2850,1000,3,15,0,42.174667,9
66,2850,1000,4,12,0,41.439167,9
66,2850,1100,1,13,0,39.016922,7
66,2850,1100,2,9,0,38.171112,6
66,2850,1100,3,17,0,42.451763,10
66,2850,1100,4,17,0,42.244705,9
66,2850,1200,1,14,0,38.905,7
66,2850,1200,2,13,0,38.892307,7
66,2850,1200,3,16,0,42.648125,10
66,2850,1200,4,16,0,42.145,10
66,2850,1300,1,12,0,38.489166,7
66,2850,1300,2,13,0,37.296154,7
66,2850,1300,3,19,0,42.874737,11
66,2850,1300,4,16,0,42.153126,10
66,2850,1400,1,14,0,38.43,8
66,2850,1400,2,12,0,39.485,7
66,2850,1400,3,18,0,42.020554,11
66,2850,1400,4,15,0,41.571335,9
66,2850,1500,1,16,0,38.131874,8
66,2850,1500,2,12,0,39.465,6
66,2850,1500,3,17,0,42.35353,10
66,2850,1500,4,14,0,41.952858,9
66,2850,1600,1,11,0,39.80273,8
66,2850,1600,2,12,0,39.395832,10
66,2850,1600,3,17,0,41.618824,12
66,2850,1600,4,20,4,29.591501,9
66,2850,1700,1,9,0,40.426666,5
66,2850,1700,2,12,0,39.039165,10
66,2850,1700,3,51,0,24.701569,20
66,2850,1700,4,440,417,0.7511818,18
66,2850,1800,1,6,0,42.306667,4
66,2850,1800,2,10,0,39.939,7
66,2850,1800,3,71,0,16.374084,20
66,2850,1800,4,476,453,0.6758613,22
66,2850,1900,1,6,0,41.851665,4
66,2850,1900,2,9,0,44.246666,6
66,2850,1900,3,74,0,16.387836,17
66,2850,1900,4,421,393,0.8528266,19
66,2850,2000,1,8,0,41.721252,4
66,2850,2000,2,12,0,42.538334,7
66,2850,2000,3,76,0,15.2263155,18
66,2850,2000,4,434,408,0.85193545,21
66,2850,2100,1,7,0,41.618572,4
66,2850,2100,2,10,0,43.556,6
