time_s,network_n,FW_E_n,FW_W_n
5600.1,3827,1013,767
5605.1,3818,1010,766
5610.1,3800,1011,758
5615.1,3801,1017,754
5620.1,3798,1026,744
5625.1,3814,1031,746
5630.1,3827,1033,749
5635.1,3828,1037,746
5640.1,3835,1033,748
5645.1,3839,1033,743
5650.1,3842,1029,735
5655.1,3831,1022,716
5660.1,3813,1016,710
5665.1,3804,1015,700
5670.1,3803,1015,700
5675.1,3786,1018,694
5680.1,3778,1025,691
5685.1,3776,1024,691
5690.1,3783,1022,694
5695.1,3781,1018,699
5700.1,3767,1013,701
5705.1,3756,1011,701
5710.1,3739,1005,696
5715.1,3731,1005,695
5720.1,3717,1008,697
5725.1,3709,1019,693
5730.1,3703,1020,692
5735.1,3708,1016,685
5740.1,3711,1018,678
5745.1,3713,1019,665
5750.1,3714,1022,666
5755.1,3714,1018,671
5760.1,3714,1018,672
5765.1,3701,1013,669
5770.1,3684,1009,659
5775.1,3682,1005,669
5780.1,3687,1003,675
5785.1,3706,1010,674
5790.1,3715,1008,679
5795.1,3714,1004,680
5800.1,3719,998,682
5805.1,3725,993,681
5810.1,3739,995,681
5815.1,3744,997,686
5820.1,3756,998,687
5825.1,3759,992,686
5830.1,3771,990,688
5835.1,3752,987,685
5840.1,3741,986,685
5845.1,3730,986,680
5850.1,3706,988,676
5855.1,3704,997,675
5860.1,3695,1001,679
5865.1,3682,1002,677
5870.1,3693,1009,682
5875.1,3705,1019,688
5880.1,3704,1021,684
5885.1,3694,1017,687
5890.1,3688,1017,690
5895.1,3678,1016,690
5900.1,3671,1014,688
5905.1,3672,1018,692
5910.1,3668,1018,696
5915.1,3660,1018,692
5920.1,3659,1021,693
5925.1,3659,1019,694
5930.1,3674,1027,692
5935.1,3683,1030,696
5940.1,3678,1019,689
5945.1,3675,1017,688
5950.1,3659,1012,686
5955.1,3649,1011,684
5960.1,3662,1012,682
5965.1,3680,1015,685
5970.1,3681,1015,685
5975.1,3687,1017,683
5980.1,3683,1015,685
5985.1,3690,1024,692
5990.1,3698,1033,695
5995.1,3687,1036,693
6000.1,3677,1039,696
6005.1,3676,1045,692
6010.1,3664,1043,690
6015.1,3650,1037,690
6020.1,3635,1028,690
6025.1,3615,1024,687
6030.1,3603,1022,674
6035.1,3598,1025,672
6040.1,3597,1025,665
6045.1,3585,1030,659
6050.1,3575,1032,661
6055.1,3556,1034,656
6060.1,3556,1033,654
6065.1,3561,1029,653
6070.1,3564,1024,656
6075.1,3570,1022,665
6080.1,3567,1017,670
6085.1,3574,1017,675
6090.1,3575,1019,678
6095.1,3581,1017,685
6100.1,3594,1024,684
6105.1,3602,1020,684
6110.1,3608,1021,684
6115.1,3584,1013,672
6120.1,3590,1013,671
6125.1,3596,1019,669
6130.1,3599,1030,671
6135.1,3595,1036,670
6140.1,3591,1034,669
6145.1,3588,1033,671
6150.1,3581,1033,671
6155.1,3579,1036,669
6160.1,3585,1041,668
6165.1,3588,1047,658
6170.1,3588,1049,655
6175.1,3600,1065,654
6180.1,3593,1068,654
6185.1,3607,1073,652
6190.1,3618,1077,654
6195.1,3635,1081,648
6200.1,3644,1088,652
6205.1,3639,1089,647
6210.1,3645,1091,650
6215.1,3637,1084,646
6220.1,3629,1080,649
6225.1,3626,1076,652
6230.1,3622,1076,648
6235.1,3632,1074,650
6240.1,3619,1074,649
6245.1,3610,1072,653
6250.1,3606,1075,654
6255.1,3602,1075,655
6260.1,3607,1072,661
6265.1,3613,1069,664
6270.1,3609,1068,667
6275.1,3619,1066,662
6280.1,3628,1067,664
6285.1,3617,1075,658
6290.1,3623,1074,655
6295.1,3624,1074,659
6300.1,3614,1077,658
6305.1,3615,1075,651
6310.1,3621,1073,649
6315.1,3621,1070,647
6320.1,3625,1069,650
6325.1,3618,1069,649
6330.1,3622,1067,648
6335.1,3629,1069,647
6340.1,3635,1070,649
6345.1,3638,1067,651
6350.1,3637,1063,657
6355.1,3637,1059,657
6360.1,3621,1058,648
6365.1,3636,1055,648
6370.1,3629,1052,646
6375.1,3614,1048,647
6380.1,3600,1043,643
6385.1,3593,1039,644
6390.1,3607,1038,646
6395.1,3615,1039,648
6400.1,3617,1046,657
6405.1,3622,1047,658
6410.1,3629,1047,657
6415.1,3618,1044,656
6420.1,3625,1040,660
6425.1,3626,1038,664
6430.1,3621,1040,657
6435.1,3614,1035,662
6440.1,3623,1040,659
6445.1,3623,1042,661
6450.1,3619,1049,660
6455.1,3620,1047,660
6460.1,3613,1049,652
6465.1,3605,1053,646
6470.1,3600,1055,647
6475.1,3599,1060,644
6480.1,3599,1067,642
6485.1,3595,1069,640
6490.1,3582,1067,640
6495.1,3570,1062,642
6500.1,3567,1057,646
6505.1,3563,1057,656
6510.1,3566,1056,662
6515.1,3559,1056,665
6520.1,3579,1058,671
6525.1,3573,1057,675
6530.1,3570,1054,677
6535.1,3578,1053,683
6540.1,3593,1064,687
6545.1,3598,1071,685
6550.1,3611,1067,688
6555.1,3625,1077,688
6560.1,3627,1084,687
6565.1,3624,1089,688
6570.1,3622,1097,687
6575.1,3623,1102,693
6580.1,3617,1097,696
6585.1,3615,1093,695
6590.1,3618,1100,697
6595.1,3594,1091,697
6600.1,3588,1097,693
6605.1,3591,1094,696
6610.1,3587,1085,696
6615.1,3572,1081,696
6620.1,3572,1076,699
6625.1,3575,1083,701
6630.1,3578,1074,701
6635.1,3580,1076,701
6640.1,3588,1082,703
6645.1,3587,1089,708
6650.1,3587,1085,715
6655.1,3580,1080,713
6660.1,3562,1071,707
6665.1,3547,1069,704
6670.1,3540,1069,699
6675.1,3527,1065,693
6680.1,3527,1066,689
6685.1,3524,1062,691
6690.1,3523,1057,693
6695.1,3520,1057,687
6700.1,3510,1059,686
6705.1,3519,1060,683
6710.1,3524,1060,680
6715.1,3512,1057,675
6720.1,3502,1058,672
6725.1,3484,1060,665
6730.1,3473,1057,658
6735.1,3456,1051,650
6740.1,3459,1054,652
6745.1,3436,1054,652
6750.1,3433,1056,658
6755.1,3427,1063,651
6760.1,3427,1058,654
6765.1,3421,1062,660
6770.1,3408,1061,655
6775.1,3408,1058,652
6780.1,3414,1062,649
6785.1,3405,1062,644
6790.1,3398,1065,638
6795.1,3402,1069,642
6800.1,3397,1065,640
6805.1,3404,1070,641
6810.1,3401,1068,640
6815.1,3405,1069,636
6820.1,3417,1070,635
6825.1,3438,1076,635
6830.1,3438,1074,632
6835.1,3437,1073,634
6840.1,3436,1068,634
6845.1,3428,1067,629
6850.1,3423,1070,624
6855.1,3402,1060,616
6860.1,3393,1057,609
6865.1,3396,1057,608
6870.1,3394,1061,603
6875.1,3408,1060,606
6880.1,3400,1059,606
6885.1,3397,1066,606
6890.1,3387,1062,608
6895.1,3379,1059,607
6900.1,3373,1055,606
6905.1,3371,1063,603
6910.1,3375,1061,607
6915.1,3363,1057,610
6920.1,3350,1052,605
6925.1,3348,1060,599
6930.1,3341,1062,605
6935.1,3338,1060,602
6940.1,3331,1052,604
6945.1,3313,1044,604
6950.1,3300,1032,598
6955.1,3297,1019,597
6960.1,3280,1018,596
6965.1,3270,1006,592
6970.1,3272,1002,599
6975.1,3279,1005,598
6980.1,3276,1005,600
6985.1,3286,1016,596
6990.1,3294,1016,596
6995.1,3289,1007,597
7000.1,3287,1002,598
7005.1,3279,994,590
7010.1,3268,991,588
7015.1,3262,986,589
7020.1,3262,984,583
7025.1,3285,984,588
7030.1,3289,990,592
7035.1,3309,993,592
7040.1,3293,986,594
7045.1,3288,990,602
7050.1,3272,984,609
7055.1,3265,985,618
7060.1,3270,976,625
7065.1,3249,963,627
7070.1,3234,958,629
7075.1,3222,956,630
7080.1,3228,959,633
7085.1,3234,955,636
7090.1,3231,953,635
7095.1,3221,949,633
7100.1,3213,945,635
7105.1,3201,942,633
7110.1,3204,933,631
7115.1,3201,924,630
7120.1,3203,920,622
7125.1,3200,907,619
7130.1,3194,899,617
7135.1,3204,895,620
7140.1,3197,885,618
7145.1,3185,873,621
7150.1,3182,869,618
7155.1,3171,860,606
7160.1,3164,859,592
7165.1,3160,861,591
7170.1,3171,863,595
7175.1,3172,858,593
7180.1,3160,848,596
7185.1,3147,839,601
7190.1,3146,837,607
7195.1,3138,829,613
7200.1,3115,821,615
7205.1,3099,817,620
7210.1,3087,807,614
7215.1,3069,798,611
7220.1,3070,788,614
7225.1,3064,791,619
7230.1,3055,791,614
7235.1,3029,784,607
7240.1,3018,781,599
7245.1,3008,779,595
7250.1,3010,777,597
7255.1,3015,778,600
7260.1,3013,769,605
7265.1,3012,757,604
7270.1,3003,745,595
7275.1,3005,738,598
7280.1,3008,737,597
7285.1,3009,735,588
7290.1,3016,735,587
7295.1,3008,732,592
7300.1,3002,722,591
7305.1,3004,721,595
7310.1,3015,718,606
7315.1,3028,722,613
7320.1,3036,716,612
7325.1,3039,719,618
7330.1,3037,725,614
7335.1,3020,717,614
7340.1,3010,710,615
7345.1,2995,695,617
7350.1,2970,692,614
7355.1,2975,697,611
7360.1,2965,698,606
7365.1,2946,697,596
7370.1,2939,698,605
7375.1,2935,699,611
7380.1,2924,686,616
7385.1,2922,685,613
7390.1,2917,684,610
7395.1,2903,680,602
7400.1,2893,677,599
7405.1,2887,680,588
7410.1,2877,687,582
7415.1,2873,676,585
7420.1,2872,676,586
7425.1,2876,680,588
7430.1,2875,678,589
7435.1,2866,669,593
7440.1,2858,664,592
7445.1,2857,659,589
7450.1,2855,669,587
7455.1,2852,666,586
7460.1,2848,660,581
7465.1,2860,662,588
7470.1,2865,662,595
7475.1,2864,662,599
7480.1,2871,668,598
7485.1,2879,664,597
7490.1,2862,659,590
7495.1,2844,655,587
7500.1,2827,647,594
7505.1,2827,646,592
7510.1,2834,643,597
7515.1,2829,637,596
7520.1,2814,626,600
7525.1,2803,625,602
7530.1,2799,624,602
7535.1,2808,636,599
7540.1,2812,630,599
7545.1,2798,625,596
7550.1,2788,618,603
7555.1,2785,616,597
7560.1,2790,611,599
7565.1,2786,606,595
7570.1,2782,603,592
7575.1,2781,595,593
7580.1,2788,585,593
7585.1,2796,586,595
7590.1,2803,587,591
7595.1,2795,584,585
7600.1,2805,587,590
7605.1,2799,578,594
7610.1,2794,576,599
7615.1,2797,579,595
7620.1,2789,577,593
7625.1,2786,574,595
7630.1,2788,581,594
7635.1,2775,576,591
7640.1,2791,574,593
7645.1,2794,566,595
7650.1,2790,562,603
7655.1,2782,562,606
7660.1,2770,554,605
7665.1,2768,548,614
7670.1,2780,543,615
7675.1,2778,536,616
7680.1,2748,528,610
7685.1,2739,525,605
7690.1,2725,527,597
7695.1,2718,536,597
7700.1,2716,540,599
7705.1,2726,545,598
7710.1,2719,551,595
7715.1,2726,549,592
7720.1,2739,547,592
7725.1,2742,544,592
7730.1,2736,542,595
7735.1,2736,539,600
7740.1,2749,537,608
7745.1,2752,538,606
7750.1,2753,529,609
7755.1,2750,523,610
7760.1,2756,530,607
7765.1,2754,529,602
7770.1,2759,533,593
7775.1,2775,535,592
7780.1,2786,536,592
7785.1,2785,537,588
7790.1,2794,538,589
7795.1,2794,536,590
7800.1,2785,528,588
7805.1,2778,516,593
7810.1,2783,508,597
7815.1,2780,512,598
7820.1,2778,508,604
7825.1,2778,515,601
7830.1,2770,514,593
7835.1,2765,511,589
7840.1,2763,517,585
7845.1,2744,512,584
7850.1,2729,512,581
7855.1,2738,517,587
7860.1,2733,524,590
7865.1,2737,527,591
7870.1,2731,525,594
7875.1,2734,531,597
7880.1,2746,533,600
7885.1,2742,527,603
7890.1,2751,529,603
7895.1,2753,527,603
7900.1,2750,513,601
7905.1,2748,501,593
7910.1,2747,499,589
7915.1,2747,502,588
7920.1,2748,502,586
7925.1,2733,503,580
7930.1,2746,506,592
7935.1,2743,508,603
7940.1,2748,504,609
7945.1,2754,509,602
7950.1,2743,514,601
7955.1,2735,514,599
7960.1,2739,520,597
7965.1,2733,518,593
7970.1,2724,525,592
7975.1,2703,520,594
7980.1,2696,515,592
7985.1,2694,520,589
7990.1,2677,514,588
7995.1,2674,509,591
8000.1,2657,503,589
8005.1,2662,504,591
8010.1,2661,499,600
8015.1,2662,494,605
8020.1,2659,486,606
8025.1,2655,482,604
8030.1,2650,481,607
8035.1,2653,484,602
8040.1,2661,481,599
8045.1,2664,486,601
8050.1,2680,492,601
8055.1,2681,494,605
8060.1,2682,493,606
8065.1,2683,491,600
8070.1,2683,490,604
8075.1,2678,489,605
8080.1,2671,489,603
8085.1,2677,492,605
8090.1,2685,502,603
8095.1,2686,500,608
8100.1,2684,498,609
8105.1,2684,504,606
8110.1,2689,508,609
8115.1,2695,517,617
8120.1,2691,516,620
8125.1,2691,518,622
8130.1,2682,523,617
8135.1,2686,522,614
8140.1,2682,515,614
8145.1,2666,505,614
8150.1,2654,511,605
8155.1,2647,510,603
8160.1,2638,512,604
8165.1,2631,511,607
8170.1,2631,509,610
8175.1,2624,502,609
8180.1,2610,495,604
8185.1,2613,491,605
8190.1,2620,489,610
8195.1,2625,492,613
8200.1,2638,495,612
8205.1,2652,492,608
8210.1,2659,482,606
8215.1,2660,477,608
8220.1,2668,476,608
8225.1,2676,480,605
8230.1,2677,476,606
8235.1,2667,469,608
8240.1,2671,471,604
8245.1,2656,467,602
8250.1,2649,463,602
8255.1,2658,461,605
8260.1,2660,461,604
8265.1,2659,463,601
8270.1,2653,467,601
8275.1,2652,469,590
8280.1,2655,474,585
8285.1,2648,479,580
8290.1,2649,486,580
8295.1,2632,479,583
8300.1,2619,472,588
8305.1,2615,477,592
8310.1,2615,476,594
8315.1,2610,474,595
8320.1,2608,474,597
8325.1,2599,463,596
8330.1,2599,466,597
8335.1,2614,468,598
8340.1,2616,463,602
8345.1,2600,468,594
8350.1,2600,470,594
8355.1,2609,466,592
8360.1,2612,476,588
8365.1,2622,471,594
8370.1,2627,469,596
8375.1,2634,466,595
8380.1,2637,467,600
8385.1,2634,466,596
8390.1,2635,465,593
8395.1,2626,457,591
8400.1,2628,465,589
8405.1,2614,466,586
8410.1,2639,474,589
8415.1,2641,473,594
8420.1,2646,487,588
8425.1,2646,487,590
8430.1,2640,487,593
8435.1,2631,479,601
8440.1,2617,479,604
8445.1,2613,484,603
8450.1,2604,478,609
8455.1,2585,469,608
8460.1,2578,466,603
8465.1,2578,458,600
8470.1,2576,460,594
8475.1,2587,463,595
8480.1,2592,464,597
8485.1,2594,462,594
8490.1,2599,457,597
8495.1,2590,453,598
8500.1,2599,452,601
8505.1,2616,457,605
8510.1,2614,459,599
8515.1,2622,471,600
8520.1,2629,471,601
8525.1,2625,467,599
8530.1,2625,473,599
8535.1,2631,476,603
8540.1,2640,484,608
8545.1,2628,477,607
8550.1,2614,477,607
8555.1,2624,488,607
8560.1,2632,494,606
8565.1,2632,501,604
8570.1,2634,500,607
8575.1,2627,495,608
8580.1,2621,500,614
8585.1,2618,499,615
8590.1,2616,497,609
8595.1,2602,496,601
8600.1,2596,496,592
8605.1,2583,490,576
8610.1,2583,490,579
8615.1,2587,493,576
8620.1,2603,498,580
8625.1,2614,504,589
8630.1,2629,507,590
8635.1,2642,508,592
8640.1,2643,507,595
8645.1,2647,507,596
8650.1,2636,496,601
8655.1,2634,487,603
8660.1,2630,476,604
8665.1,2617,470,592
8670.1,2614,466,587
8675.1,2608,469,584
8680.1,2612,475,583
8685.1,2619,479,581
8690.1,2628,484,578
8695.1,2622,482,579
8700.1,2614,483,579
8705.1,2608,480,576
8710.1,2614,479,578
8715.1,2615,484,575
8720.1,2606,490,575
8725.1,2607,485,576
8730.1,2600,482,564
8735.1,2597,475,563
8740.1,2590,467,560
8745.1,2580,463,565
8750.1,2573,460,568
8755.1,2576,461,567
8760.1,2580,461,569
8765.1,2578,462,577
8770.1,2572,456,576
8775.1,2577,464,573
8780.1,2575,465,565
8785.1,2582,452,563
8790.1,2593,445,566
8795.1,2598,442,564
8800.1,2595,433,564
8805.1,2597,429,569
8810.1,2593,429,569
8815.1,2587,426,568
8820.1,2592,432,570
8825.1,2595,435,572
8830.1,2588,442,567
8835.1,2584,449,564
8840.1,2576,449,562
8845.1,2588,451,569
8850.1,2591,457,575
8855.1,2594,459,579
8860.1,2601,455,577
8865.1,2592,451,579
8870.1,2585,449,584
8875.1,2587,449,584
8880.1,2595,449,590
8885.1,2582,450,588
8890.1,2576,449,584
8895.1,2579,450,577
8900.1,2587,454,577
8905.1,2588,452,578
8910.1,2584,446,573
8915.1,2580,446,573
8920.1,2578,443,570
8925.1,2586,441,572
8930.1,2574,432,570
8935.1,2573,431,572
8940.1,2566,433,570
8945.1,2566,429,565
8950.1,2576,432,564
8955.1,2579,432,564
8960.1,2583,438,571
8965.1,2581,442,570
8970.1,2583,444,567
8975.1,2587,449,568
8980.1,2598,452,573
8985.1,2601,448,580
8990.1,2609,448,585
8995.1,2603,454,575
